r1,r2,K1
0.175970995,0.253792096,1815.334583
0.17070817,0.185218556,2878.321782
0.188423302,0.224218517,5614.652224
0.161576467,0.261744349,7563.078929
0.186900366,0.148827568,6167.071431
0.155974164,0.236250001,2549.437778
0.199830754,0.155761851,2362.265119
0.150008968,0.251437055,4234.544591
0.154588636,0.274418095,6297.581334
0.192741585,0.157322814,1609.103753
0.211923524,0.153192215,3424.730172
0.221538281,0.231583933,2387.050101
0.191484858,0.174308956,5745.932067
0.146165205,0.266159322,3082.055857
0.224329019,0.200735341,2284.432045
0.169706142,0.203918222,5983.531529
0.199345098,0.166427928,3498.180899
0.149746321,0.251309222,6453.213169
0.186531035,0.165139122,1147.063997
0.211996728,0.21061415,2360.077367
0.167172412,0.150374165,6055.573811
0.150304819,0.243686533,7934.506337
0.144506031,0.274342014,8539.987154
0.199473536,0.144019235,2384.39781
0.209570784,0.168746265,4656.045833
0.215960495,0.183825573,1735.995177
0.236948872,0.211238509,1307.841906
0.182276372,0.220935979,4511.600222
0.218636977,0.20516557,2196.293616
0.196442736,0.149803843,3251.848909
0.172504175,0.205130158,7911.919416
0.182971712,0.141320053,6833.686274
0.164542545,0.232157908,6876.867036
0.173523715,0.160579987,7277.955681
0.175091567,0.217552546,2349.77094
0.171948639,0.243323047,8668.651129
0.180823261,0.227931001,7626.573274
0.158918947,0.172723782,7235.588556
0.202162656,0.151823796,6788.605673
0.173171221,0.189398558,3978.277118
0.17227957,0.158640253,6897.568532
0.215162822,0.204931638,1673.636715
0.210253518,0.239997019,2261.595467
0.214710713,0.191440886,3573.114127
0.180152094,0.246826588,4300.922154
0.186621831,0.206572241,2785.698501
0.195689969,0.219484258,1322.15596
0.193887017,0.170926499,5895.400723
0.156595195,0.233597644,6927.297687
0.186763797,0.191057966,2370.860807
0.202694965,0.154023421,7209.835238
0.187083494,0.212077112,6464.979691
0.184002505,0.226142084,1864.249218
0.167171831,0.178069297,6119.189482
0.174968033,0.251147625,6858.296763
0.21087278,0.158726999,1424.750525
0.185603043,0.178198806,8246.073983
0.162886583,0.23198122,4667.579661
0.204119735,0.210331954,3795.044458
0.199101128,0.230228904,7487.105699
0.189600772,0.203624316,2629.022962
0.196320738,0.17494297,3802.934507
0.18306735,0.231702548,1613.323021
0.207834015,0.247090734,1444.610762
0.184952216,0.241979616,4806.726793
0.214504864,0.24374663,1821.339495
0.200591224,0.252793486,5029.517529
0.180284092,0.210882467,7574.307246
0.188127945,0.171002192,5665.053272
0.158903576,0.20008618,6756.623273
0.186351445,0.1674306,2338.254048
0.165643627,0.184689497,5320.980979
0.167588309,0.189318962,6372.239018
0.189209003,0.234081745,7149.465628
0.189309607,0.197736309,8943.594474
0.193066265,0.225661474,6442.506451
0.206359873,0.275087976,1661.628619
0.156330279,0.205586167,5948.715798
0.175082687,0.2229234,2181.517027
0.166242253,0.252315536,7434.02296
0.218005528,0.176160229,1032.14659
0.174063371,0.248476596,7876.577636
0.214820752,0.200548845,1172.423469
0.196502717,0.181099139,4561.079904
0.17091427,0.177440334,7313.464597
0.170078506,0.166261893,4577.457353
0.184799912,0.270492535,2649.272634
0.232450964,0.213191511,2128.061893
0.199314608,0.222537812,1897.500901
0.167358893,0.261727349,5892.360911
0.233406729,0.245725304,1259.726459
0.16523998,0.257557888,5571.925732
0.189089714,0.203765531,7612.161487
0.175399693,0.217146703,4642.795444
0.158179886,0.217403269,4259.211359
0.17518975,0.182086385,8357.797852
0.199014415,0.181025068,6313.401644
0.169029573,0.165855801,3781.323887
0.159287025,0.246021343,7193.235508
0.181209943,0.197219904,8365.755229
0.205716634,0.144436544,2068.767638
0.146224529,0.27003699,8313.73316
0.220399793,0.253434725,1303.838886
0.182805297,0.186826268,4343.750053
0.177283535,0.16907554,2869.144742
0.181134735,0.179651627,4768.697949
0.194495754,0.207107298,6118.499439
0.208028093,0.244742936,2358.612398
0.236371822,0.192719883,1808.157625
0.16641533,0.152958636,5520.781394
0.159167216,0.234096902,7479.933345
0.166170436,0.230975828,7586.415614
0.1875163,0.275600454,3623.246584
0.196060251,0.163891069,3280.153521
0.184992766,0.157702484,8546.396143
0.157799211,0.268107396,4449.959901
0.175783736,0.180015496,4003.409751
0.21644017,0.208246538,1289.252079
0.181674733,0.228755939,7072.041437
0.185812603,0.240570061,8608.485425
0.183178756,0.21424796,6078.675277
0.188522804,0.166413791,5702.04643
0.170644891,0.156825972,5361.902024
0.206538757,0.230304912,2163.627033
0.19138343,0.249545694,6159.520736
0.223437284,0.166248806,1808.165063
0.173856127,0.217072389,4255.827118
0.198309287,0.22737987,7441.585894
0.156416774,0.237359043,6497.912305
0.17332058,0.261080135,7506.164122
0.174825938,0.146770955,7905.495386
0.191978057,0.232305555,1695.745832
0.174358127,0.186990237,3378.310542
0.200726074,0.217347573,2950.94648
0.164679874,0.260254384,2801.194443
0.168683483,0.197632722,5673.913462
0.172658871,0.197408169,5168.727419
0.201437904,0.232151101,5078.248137
0.175808439,0.185431795,3939.729763
0.160682503,0.276704805,4394.610949
0.185452111,0.177726625,1132.840292
0.209914046,0.17796734,3272.187211
0.174388178,0.2370557,8415.349004
0.199600874,0.224662345,7035.488577
0.204438197,0.224279163,5634.155568
0.230274068,0.258551862,1975.58062
0.199208629,0.178009426,7039.208063
0.20281259,0.193566228,4108.172021
0.175017442,0.159249345,7976.78755
0.176679872,0.153978522,7030.574792
0.201413132,0.244077268,1429.282231
0.148327671,0.247287393,3439.024409
0.154689672,0.235221214,4871.94952
0.155956044,0.260735036,6066.474686
0.1863325,0.219208221,2336.86998
0.186563007,0.152856148,5615.127255
0.207677674,0.18820345,1661.981741
0.212834979,0.2472977,3191.757897
0.215289218,0.263698852,2397.069276
0.19657806,0.152256116,8156.034521
0.164048789,0.222747456,4151.257461
0.185477912,0.266469061,3023.499137
0.156698833,0.194918662,8405.617906
0.190498571,0.25474402,2685.140873
0.221981721,0.203541278,3277.214594
0.196083065,0.192020925,2058.616166
0.184898151,0.217832039,8450.342104
0.169970566,0.160140243,7864.807721
0.155568067,0.247472982,6228.404403
0.191827532,0.264218403,3972.357904
0.172365253,0.255056232,7530.178584
0.147482754,0.253254672,3105.555801
0.181366228,0.244745505,3679.935148
0.209738051,0.162813263,1489.804086
0.169634334,0.16394489,7337.635548
0.166803377,0.193067577,2616.028703
0.176938073,0.169242739,2132.259963
0.219038486,0.159240719,2780.590002
0.156437229,0.236440447,3716.395565
0.187881572,0.171663996,4200.909865
0.190692426,0.154247013,6878.374015
0.177568034,0.254145833,2489.44976
0.19407719,0.219916603,4501.033407
0.205935842,0.212880748,1959.153226
0.168180771,0.184232567,6038.842182
0.175486244,0.208832755,3396.575134
0.168145266,0.250797075,6597.10554
0.190928181,0.172177427,2970.375169
0.173520182,0.169933067,2705.905125
0.185519864,0.257739278,3008.72361
0.19599324,0.2585049,2111.62134
0.195666353,0.217090952,4055.998485
0.195535576,0.201367593,6385.260877
0.200879391,0.203130615,8303.652747
0.17729269,0.217966593,6960.189525
0.181959958,0.22145468,8211.634175
0.20484339,0.227559765,4027.39627
0.217633318,0.191858348,1464.76181
0.157356262,0.243914021,8694.613202
0.161397225,0.23824012,4373.270547
0.199956587,0.19052551,2162.975826
0.211413511,0.239509287,1610.880189
0.22454826,0.18468015,1192.00966
0.197615066,0.207377992,4867.848089
0.158891591,0.219217596,6963.828503
0.196841629,0.159776402,7591.845356
0.212008507,0.202514472,2880.407182
0.182366962,0.174418655,3236.244699
0.195294673,0.172605011,6605.452866
0.205669642,0.157727118,4360.418594
0.156767533,0.217148087,3250.850706
0.193804112,0.184887572,3464.027649
0.195323664,0.25948978,1835.112071
0.160029793,0.265067432,4556.353058
0.186229288,0.253561416,4881.789067
0.168457395,0.149601782,5316.062406
0.210013896,0.24293271,2238.898744
0.17846202,0.24631437,8200.671368
0.169277353,0.26622585,2286.742272
0.228115585,0.243414236,1302.063777
0.17322111,0.22207944,3590.405876
0.184537503,0.192516703,5203.401681
0.184913667,0.256107471,8651.790678
0.199328879,0.267603528,2003.406682
0.154932352,0.26203849,7111.361382
0.236858859,0.162965587,1076.067921
0.201853927,0.229772265,7545.346928
0.161804208,0.1615879,6444.773646
0.178357223,0.24183626,7248.317889
0.201542099,0.215893955,5039.488416
0.175306087,0.256758925,7439.777368
0.163712676,0.214286356,8088.405597
0.153631827,0.252286796,2524.897162
0.173354997,0.171449827,5309.434822
0.181360126,0.15603839,2957.505279
0.239164461,0.232768967,1455.283274
0.157577699,0.254746633,2302.986116
0.192288031,0.162804531,4996.623686
0.175909002,0.267861529,7658.883844
0.155775762,0.225022998,4647.121965
0.155401075,0.236821485,2665.449931
0.158052473,0.27293832,3938.220235
0.236591131,0.229743178,1375.016571
0.146192553,0.248852958,8481.113148
0.204729315,0.146729905,6812.584951
0.193955415,0.199524817,5152.449252
0.2003237,0.247460433,1741.53344
0.15312449,0.220407445,8631.987467
0.183802984,0.173929431,2321.374057
0.182666556,0.240972071,3664.062338
0.188114126,0.22728619,1208.937221
0.159963906,0.203710863,7600.105526
0.169609986,0.249660047,3543.750926
0.169721778,0.187275571,5181.356641
0.167585146,0.178721508,4632.975851
0.158283256,0.276288772,6090.740915
0.198891801,0.237286246,8783.854159
0.202142027,0.157198323,4725.769369
0.176873835,0.240523592,2851.672199
0.159017208,0.250260206,2096.414882
0.164116716,0.196959664,6274.965437
0.215380736,0.253340266,2293.589295
0.155447502,0.273529892,3992.003724
0.173128846,0.190261724,4171.682948
0.183990523,0.161661525,8364.754306
0.187519243,0.193646374,5802.246621
0.177214182,0.279205178,4976.48424
0.156950191,0.193344257,7963.462026
0.18245715,0.198328831,6331.564722
0.188063745,0.211203569,7998.779637
0.197580325,0.158919461,1857.205767
0.199107247,0.239479197,2869.299522
0.238221576,0.246338333,1285.110572
0.184719714,0.221824767,8310.982686
0.16486019,0.194855799,7463.529409
0.233689365,0.224887491,1180.150625
0.165873282,0.2697809,8165.491842
0.192248557,0.15235339,3986.475043
0.191020105,0.147592116,6765.022635
0.153757298,0.23283193,5177.844816
0.205245717,0.194323814,1951.752549
0.199757048,0.200848915,8099.031692
0.169780264,0.251244588,8585.680512
0.179792388,0.1820836,1648.553836
0.233894763,0.193929937,1168.291674
0.166161601,0.249950663,7840.313329
0.18995203,0.142295622,3679.244901
0.187765517,0.163132665,5232.780034
0.162621914,0.175871951,4687.924714
0.194943616,0.193499768,6419.724626
0.194881866,0.14489005,2663.837967
0.155488969,0.279289453,5134.915656
0.155244719,0.256028899,7735.037501
0.148168777,0.271591227,2784.319973
0.161507686,0.256833143,1888.123044
0.181039112,0.234384187,8636.760881
0.19239612,0.270199913,1116.559786
0.151747963,0.220578672,7610.563369
0.141983469,0.276205352,7786.217037
0.173696793,0.172656381,2594.407833
0.159201434,0.264260208,2037.761572
0.153577955,0.231076759,3228.446754
0.16796309,0.198149167,8072.562768
0.165530779,0.161306064,5885.654241
0.191141574,0.143498037,8223.153567
0.189017714,0.163465321,5672.066352
0.221217641,0.170887282,2107.636422
0.1708476,0.17588108,7261.655339
0.185370116,0.20969215,1363.826902
0.183356086,0.140452794,3754.776937
0.175691235,0.263114898,8958.47445
0.186943795,0.212664628,2676.471242
0.196653856,0.23187098,5403.623896
0.191205897,0.181893626,4943.51262
0.19296779,0.215709271,5641.273581
0.159050098,0.273741667,5051.716254
0.186646813,0.166125732,1215.577502
0.155450412,0.237556666,6967.018314
0.161885799,0.193846802,6244.36959
0.195626887,0.247738734,2864.070557
0.19973305,0.176146649,8835.872296
0.162041743,0.260217238,1637.16905
0.186103131,0.186819965,1958.550574
0.150923556,0.230966549,8696.860466
0.171245755,0.151033057,6316.351075
0.189326795,0.253542399,4449.449187
0.146187074,0.244885599,8582.031987
0.172077765,0.276018931,1390.89066
0.214178691,0.276886108,1277.908064
0.183028061,0.238166015,4161.777862
0.171791238,0.254132503,3271.662148
0.198370265,0.218638709,7767.728587
0.166287416,0.153300479,3968.484039
0.148084388,0.265382379,6840.136038
0.165636728,0.259267025,6142.617302
0.191374817,0.145311618,3850.264823
0.152206317,0.214609591,6919.888495
0.194693117,0.241635785,2319.130449
0.197830832,0.166570042,5902.120409
0.176958555,0.233643589,4094.622175
0.19189283,0.267550313,3387.023571
0.189583112,0.226100534,7194.459087
0.186827639,0.158098563,5793.24522
0.220785959,0.231423767,1122.791552
0.194550586,0.213386606,3105.741184
0.204179567,0.262193237,2082.099748
0.210807287,0.222410856,2946.303581
0.185050689,0.19795424,7744.492249
0.149384982,0.246740181,5123.019468
0.154358186,0.223497164,4547.538988
0.147683441,0.267759822,7900.711355
0.18447857,0.162844551,7377.602264
0.172084955,0.224798575,3016.516794
0.165070053,0.193569455,3274.73144
0.184845088,0.221703021,8896.129465
0.205009997,0.200631561,3880.348427
0.14800028,0.246419132,3371.193983
0.161600518,0.228002704,5564.040738
0.155678633,0.261500766,8813.107866
0.168531145,0.164069006,2399.399797
0.156268491,0.238149972,2444.543688
0.21087733,0.217100445,2251.930049
0.163169267,0.270693979,3439.470695
0.162662334,0.262868357,3105.815376
0.163552582,0.192002167,8480.947412
0.174947544,0.209026934,1569.866391
0.193665341,0.259601669,5305.956651
0.199422953,0.151784931,5147.614635
0.144002952,0.271561895,2629.214786
0.235198347,0.27403628,1451.968523
0.199812718,0.272500364,3141.594438
0.184955981,0.185444072,8354.17788
0.186845696,0.188209404,5140.652695
0.177921666,0.261150212,8985.259238
0.208321124,0.173350292,4841.450075
0.188676527,0.254905178,3057.759655
0.206193656,0.188681,3473.358343
0.173931191,0.207250355,1911.277226
0.18808206,0.278272436,3231.618615
0.150194619,0.232061036,6786.087374
0.187736871,0.227726851,2580.091149
0.184917754,0.155004728,5324.324809
0.183348156,0.198659446,5208.5516
0.169045199,0.194872083,8791.566984
0.19103338,0.261190218,2772.519796
0.163158261,0.266200734,3739.496676
0.182826131,0.231101187,2805.185307
0.179169517,0.27136572,4627.131974
0.164457062,0.190288998,3813.1587
0.196103746,0.175061792,6934.889163
0.170451444,0.161300204,4340.289366
0.178519633,0.19856769,8196.368409
0.175239059,0.247347427,6329.660139
0.18188127,0.177109786,1775.331044
0.147789581,0.247839984,7711.931662
0.192437142,0.20721732,1872.307355
0.163828378,0.186853211,5690.332835
0.19183086,0.244245539,3070.686098
0.200218458,0.225940071,4141.5365
0.184681242,0.237931485,7465.34168
0.171413992,0.225971709,4431.194442
0.194058419,0.244032178,5035.24043
0.187065105,0.232288529,7575.349228
0.147102083,0.274747818,7806.995257
0.158718284,0.197555375,6157.670093
0.16025743,0.182518772,8203.518312
0.194348234,0.234472691,7364.579785
0.197760683,0.26714538,2422.940352
0.184773098,0.263060361,5731.773956
0.191647295,0.167009688,5828.998647
0.198570257,0.233671453,6046.861211
0.229801679,0.215248482,2250.619383
0.17198197,0.208555434,3193.946985
0.194643455,0.187339399,3609.334666
0.192883675,0.16397706,3485.747383
0.206128448,0.178820993,1642.390046
0.159887827,0.269844292,6345.458232
0.183141707,0.24422627,6169.913225
0.149597055,0.224413814,8991.842663
0.185147935,0.190347908,5970.230958
0.213704142,0.227251724,4240.881238
0.182625886,0.196540275,8352.360897
0.170011884,0.167351597,6744.36774
0.191772038,0.241878061,3118.170841
0.196960963,0.27813675,3337.686055
0.16879913,0.208632336,7543.608918
0.175567551,0.228913214,7939.735346
0.191752844,0.166924357,6707.371477
0.193824696,0.168699533,3797.132297
0.175653148,0.274078976,2774.773968
0.188518577,0.248315387,4690.288206
0.159105011,0.25840301,2847.055172
0.17405908,0.206876481,7709.26231
0.189341255,0.143415624,3225.685771
0.18260655,0.191734787,8471.919019
0.187425628,0.185297433,2333.580134
0.237847508,0.194401149,1601.19688
0.189392107,0.238730983,1773.107651
0.217270853,0.223143342,1664.393039
0.1499963,0.241879552,5862.565097
0.181507606,0.197808013,2465.947371
0.197798475,0.229889858,3881.372913
0.19376052,0.248029073,3159.130935
0.176358045,0.176351408,6952.139405
0.189333684,0.165530588,6365.228838
0.165146434,0.251943031,3129.480838
0.170822985,0.186622886,2475.70298
0.173347901,0.235335291,6564.234297
0.195301806,0.167523045,8131.29738
0.18415695,0.178821091,1072.167672
0.166253059,0.229032194,4043.838426
0.168003566,0.243979066,1980.185481
0.182126822,0.186891672,2143.331543
0.191933006,0.228528936,8168.670618
0.237386884,0.216710118,1719.12793
0.198362253,0.151479198,1867.054467
0.175335855,0.188817268,8770.675839
0.151539489,0.258437293,8380.697947
0.149292969,0.229782746,7760.299147
0.181298996,0.219252138,5690.779855
0.187749583,0.260074724,7133.17888
0.157656231,0.242130896,4026.279415
0.169448793,0.242091129,1773.087742
0.16609958,0.181780755,5818.212648
0.182775184,0.219095951,7625.134028
0.227057876,0.217757581,1448.187993
0.168710477,0.239775306,2603.789957
0.160317753,0.244485675,6808.067111
0.149385664,0.278756483,8076.529001
0.152438353,0.273224877,6894.116025
0.196047733,0.156932977,3870.449569
0.145021683,0.272774763,7993.88575
0.209485136,0.218500658,3011.766698
0.184366297,0.162012891,4607.140779
0.236395823,0.237529823,1288.092847
0.18778598,0.197714038,2614.476797
0.222931594,0.278393959,1307.334912
0.157596263,0.227052657,5245.793736
0.179103934,0.15141006,1411.691565
0.213362204,0.175968597,3066.425377
0.171200686,0.150356002,2860.638393
0.160020961,0.211392835,4412.24074
0.164032794,0.195755548,3972.175718
0.20720032,0.268579882,2731.67027
0.154297774,0.245271947,7164.808094
0.194634473,0.207121283,7887.513553
0.193196395,0.237980102,5926.064892
0.166045822,0.239039025,7536.164718
0.192425182,0.217466235,6801.192703
0.221740849,0.201697191,2148.017605
0.18055395,0.233561532,4995.403954
0.169284575,0.163408491,4413.431924
0.20788389,0.173606453,4225.289654
0.168623703,0.220930416,4852.872384
0.20422813,0.18089827,6455.528668
0.187855312,0.268567577,3119.864036
0.190168362,0.156014093,5440.570726
0.161389752,0.206410811,5713.967476
0.187440102,0.180824209,7149.85583
0.185578095,0.192438719,5393.498368
0.186099331,0.278142179,2718.968713
0.203344411,0.200662394,5846.082762
0.231299291,0.254160734,1964.904347
0.2283916,0.19988582,1313.413041
0.192492754,0.142792347,6797.706732
0.160896181,0.218374418,8548.718053
0.184604382,0.20811761,4799.711507
0.171149599,0.25321596,3781.304052
0.18443525,0.262529561,2123.193152
0.196673237,0.194187527,6028.226901
0.227177789,0.158974342,1360.845552
0.169959823,0.248176006,6538.988227
0.227154575,0.184110996,1446.559381
0.170890492,0.200896125,5788.416219
0.182932463,0.247058439,2558.612654
0.210537763,0.232656531,4194.457934
0.200727241,0.270825131,3043.358768
0.194238329,0.2057764,2768.01541
0.208827063,0.152507306,5145.214745
0.163269931,0.18888296,4330.13215
0.223175074,0.22586987,2599.742352
0.187950303,0.256235343,3553.478518
0.182341772,0.190343155,1237.975338
0.180412976,0.276174476,2538.718167
0.160223688,0.265781893,5079.889539
0.195708571,0.210331449,6715.543115
0.200807595,0.270579705,3765.214403
0.202232045,0.156092639,2295.493924
0.203489375,0.243292099,6429.894974
0.19927262,0.247213318,3026.339215
0.182392391,0.158288725,6097.363391
0.159808369,0.277125093,5449.413368
0.232100726,0.234047258,1628.242528
0.149577234,0.262783496,5660.603882
0.181344765,0.147576472,5519.34511
0.184578531,0.267627801,5220.712757
0.162084769,0.264029327,5910.811643
0.190524043,0.177699763,5063.770516
0.164025113,0.186014364,8231.069833
0.153101464,0.232515067,8667.235706
0.174419701,0.241261087,7006.052059
0.189410521,0.232611781,8741.504388
0.199951829,0.197544496,2974.163425
0.207138981,0.240177361,4294.041747
0.160085107,0.271821582,4375.558427
0.182732732,0.270957085,2408.680785
0.194891917,0.233664495,2585.925791
0.176291155,0.157683998,8769.128258
0.165407422,0.140224886,7466.504744
0.160847248,0.164352094,6218.328668
0.16831945,0.202873691,5392.42273
0.200914766,0.253249664,5808.082914
0.186129079,0.14401857,4483.550997
0.156899513,0.193688961,5290.534949
0.165363207,0.172274193,5032.276025
0.187504007,0.20822022,4687.453521
0.219667285,0.145751015,2458.729786
0.187493675,0.23265298,4461.04821
0.146574335,0.249050354,3720.405972
0.204691566,0.150350014,3935.672197
0.191611372,0.180552907,2037.990754
0.190355529,0.186385088,2641.745051
0.189809211,0.222069709,6766.646194
0.200587772,0.209936338,2543.457374
0.196782382,0.196465503,3360.975777
0.164692254,0.227693455,7186.296951
0.215997188,0.227869938,3539.033386
0.167975244,0.208507177,3028.598722
0.21061429,0.141626592,1312.710976
0.196800709,0.208188358,1959.034384
0.177642779,0.17275881,4166.712662
0.1952345,0.148895346,1793.939829
0.169360076,0.227315857,7450.618726
0.196630762,0.223531735,5281.175795
0.222786836,0.250663305,2116.037054
0.211629004,0.223931548,3067.444291
0.213784469,0.162193247,2190.238355
0.150434372,0.2627942,7273.084548
0.206310034,0.156459727,5825.034181
0.203221514,0.246053725,2230.771128
0.212798274,0.209089358,3237.484522
0.20966605,0.172047606,3070.223841
0.15820604,0.211399169,8143.775781
0.212767977,0.151772453,3986.674714
0.188737863,0.210179837,1931.943767
0.23446204,0.275812958,1321.625812
0.210266331,0.251882638,3109.999128
0.195289241,0.268275195,4232.818776
0.175539351,0.214077054,5871.580307
0.18592616,0.177001926,1604.533901
0.173056859,0.20810016,6106.058266
0.190915672,0.209540545,8651.159902
0.15272696,0.236679379,4319.065822
0.163025363,0.215407537,2636.804327
0.181622503,0.162661874,5370.31024
0.166541557,0.233234815,1900.764057
0.167886905,0.209468752,8139.300187
0.179456752,0.18135406,7467.82235
0.193102441,0.146607289,8552.74375
0.190527452,0.167953764,7388.278267
0.198861982,0.19373911,4289.887649
0.183397763,0.215588517,1809.216442
0.156667959,0.192685043,7673.742453
0.173278736,0.191041042,4209.094587
0.201750712,0.154473907,6656.733494
0.205744407,0.143286645,5708.950005
0.175173705,0.143811763,5090.181301
0.175382802,0.190194481,7598.488314
0.166374198,0.193898381,7258.914401
0.192361986,0.265594994,2622.595255
0.187238281,0.271863024,1297.877654
0.154176595,0.249246464,8698.980718
0.19959822,0.203443732,2796.304897
0.192270981,0.213026229,2388.12981
0.159797257,0.236280793,7038.235216
0.162579147,0.245397416,2875.408813
0.184291404,0.249873197,5671.550382
0.205143842,0.199228124,5966.935035
0.172908095,0.232989021,5414.181942
0.162618069,0.271899939,1443.997125
0.195737574,0.161903899,3405.666315
0.165205731,0.219933759,4787.307763
0.213869965,0.245475565,3065.858136
0.21809716,0.264713474,1714.285189
0.201134128,0.161082746,1237.666737
0.225072058,0.250653389,1415.730301
0.163073234,0.198032568,4654.321082
0.163579691,0.242519198,2757.808062
0.160476331,0.186471208,4448.816127
0.174559683,0.222508615,5324.183519
0.196452225,0.17815781,2432.706555
0.202161569,0.214581664,1512.870365
0.186548078,0.231617366,6663.636047
0.154570218,0.265376316,7420.93076
0.165193388,0.275432477,3566.743811
0.175289145,0.2598213,2319.222055
0.164447326,0.163119672,4131.085549
0.184504279,0.196163557,5092.386032
0.175245699,0.245173711,8671.489183
0.163912661,0.212537219,2491.860895
0.206185257,0.237781918,3079.471232
0.153452576,0.232980943,4789.714677
0.197392614,0.181027513,7645.640121
0.154464498,0.274979982,1443.405511
0.166519577,0.222967392,8590.889715
0.167233599,0.271983079,7001.386815
0.201054929,0.208016488,4687.964526
0.194961861,0.183244443,4241.425288
0.187901953,0.275234289,3844.918081
0.20170605,0.151087847,6066.144392
0.192958331,0.185964612,8028.494235
0.16128345,0.204346154,3813.980577
0.184039768,0.186811252,4190.595332
0.195331509,0.237052931,3869.177908
0.173608476,0.227801173,4293.470907
0.193948688,0.143018071,5670.415537
0.15645074,0.235426656,2783.523205
0.182583097,0.173963518,8970.576858
0.211671195,0.223119704,3143.313093
0.16004453,0.25958226,6769.151852
0.186441459,0.188122927,7890.210449
0.186035273,0.262323486,5511.229735
0.167826052,0.232554485,6441.702136
0.219765961,0.15189892,2705.262871
0.180094291,0.218738468,7663.919628
0.187722424,0.247016332,4740.219005
0.166748325,0.242789475,6238.180605
0.17881652,0.151243206,7508.395703
0.228605794,0.182673039,1447.777263
0.179806675,0.22367453,1454.458038
0.183507234,0.210768972,8815.096049
0.189431814,0.253340723,5957.061246
0.213094212,0.231337455,3135.391446
0.199367356,0.215117569,1049.912738
0.176358869,0.264657395,1827.598811
0.192310769,0.180739331,5870.029734
0.197469631,0.269965838,3025.082616
0.172478185,0.273815276,2304.590176
0.193512608,0.233869906,2688.191422
0.20849789,0.211795354,5104.804735
0.156393534,0.252257309,4683.245124
0.164316982,0.240549157,2204.48341
0.199360717,0.255599279,1451.986091
0.22748639,0.155556174,1041.4351
0.198793525,0.216544767,1124.786915
0.185240762,0.27820883,4700.468476
0.16640176,0.250463388,7265.435494
0.191440142,0.194615627,7168.210143
0.17827354,0.197714697,5959.716325
0.16006165,0.222721815,4164.967942
0.179322848,0.214914604,8845.237016
0.21930893,0.19475169,2014.723378
0.20129992,0.148219116,7536.467024
0.21526372,0.240369148,2617.278878
0.148932421,0.253003403,8880.970324
0.21309809,0.180017489,3778.496056
0.15976937,0.277235732,5083.507933
0.192368964,0.246161405,6569.318852
0.157069846,0.204041294,6357.054812
0.147705409,0.234682022,5582.126151
0.229102446,0.239006198,1862.598809
0.191237645,0.214463436,2395.204522
0.170988341,0.198205013,8424.825665
0.182589753,0.217833042,8600.894764
0.220840731,0.234586502,3281.587063
0.195003561,0.21161596,2805.514899
0.18751986,0.163522521,6942.368938
0.164169529,0.277501046,5461.868013
0.160527721,0.268648612,8913.71817
0.194262643,0.196887675,4420.865694
0.165059704,0.20145468,2204.140514
0.217263203,0.202356734,2007.729945
0.206789783,0.240266575,4633.321609
0.200960886,0.231963792,4452.772886
0.218515308,0.2259,3430.490888
0.185846956,0.173062225,3480.261575
0.164703167,0.254463804,3192.645926
0.213989748,0.172717491,1772.247074
0.235098265,0.170003213,1394.297799
0.163887538,0.272157537,6762.135172
0.161389487,0.26490587,8189.627888
0.203121795,0.14474326,2632.306526
0.205992464,0.182013297,6114.450767
0.21604122,0.187999091,1355.910945
0.191240457,0.16998136,8947.933704
0.1871411,0.182878016,5787.897909
0.210915807,0.203322331,1085.084058
0.191935119,0.19307724,4135.628854
0.205645723,0.174198223,1955.445624
0.20694029,0.153477911,1492.517951
0.161306156,0.169889477,7817.294117
0.212436014,0.229710884,3814.109311
0.181157596,0.218196967,1924.183051
0.204835593,0.235159756,4933.317615
0.189204596,0.185349108,7928.951448
0.152023783,0.237195875,8162.537715
0.226821381,0.194551261,2265.690321
0.163932143,0.199872655,6274.122099
0.198100238,0.248487848,5085.595132
0.237865748,0.201008678,1120.138189
0.179256251,0.200375645,4075.638032
0.187734978,0.190380129,1165.436952
0.196025316,0.192704308,5596.997292
0.179771972,0.161475124,1719.792631
0.181819582,0.165039678,1873.406841
0.191360734,0.148062414,7756.415416
0.20292226,0.247765039,4989.629706
0.197667213,0.146478839,5933.845281
0.19481278,0.262685133,4647.558383
0.176988624,0.202378026,5662.751655
0.221088433,0.221290993,3057.980501
0.179635615,0.224964733,7732.680661
0.211488567,0.168924717,3771.801553
0.202994647,0.210827819,2959.610174
0.171371534,0.181987801,7269.175797
0.199938044,0.193805414,7690.962829
0.161367401,0.23182296,4809.382003
0.17652747,0.229025435,3952.863655
0.159357573,0.174455761,8528.993804
0.181481622,0.213848451,4258.062464
0.159817641,0.279575053,2479.479873
0.160333494,0.267304558,4426.641016
0.160070908,0.241412862,6751.478579
0.19593993,0.228664862,8223.892136
0.169865485,0.251653222,2910.410656
0.189179976,0.244745332,5009.938515
0.193901787,0.210390706,8855.436676
0.155641235,0.235373949,6732.318618
0.170829893,0.245054282,3643.181837
0.18340973,0.240479193,6325.717544
0.153011685,0.242607837,2382.078067
0.215134168,0.233870963,1815.240246
0.193883328,0.272889435,1909.19678
0.200395586,0.223350988,8165.435728
0.161687592,0.22406706,7021.752923
0.200339472,0.19547679,2332.450917
0.201651356,0.176610748,3872.853759
