r1,r2,K1
0.203369188,0.244064414,1834.104072
0.159330595,0.212913168,3263.097788
0.208688667,0.22392916,1120.700171
0.19951846,0.199626905,7783.686087
0.153780187,0.279740303,7103.362252
0.147645968,0.25630759,5930.622007
0.205335426,0.228037826,1051.588449
0.19494875,0.250290976,1246.032301
0.190873038,0.277596219,3007.757127
0.199252556,0.165105089,7865.674826
0.161854177,0.198205853,7172.313305
0.17416087,0.274948733,3932.526304
0.205805402,0.253576705,2867.240946
0.153780923,0.227586528,7069.332847
0.2077261,0.250207337,1809.63084
0.190585126,0.26884746,4951.023207
0.163938816,0.200357926,2208.605462
0.216811145,0.248873922,2806.631356
0.180453694,0.198691263,4351.288233
0.178751321,0.232939381,7291.717677
0.162377018,0.164308422,8011.136019
0.173933227,0.273903879,3000.208145
0.236755,0.182206258,1576.620061
0.142704821,0.269727,4333.287351
0.200054436,0.21428178,7514.774614
0.20101349,0.178212291,8627.317596
0.163322646,0.271960775,5244.761516
0.194433411,0.212788089,1035.536695
0.198161944,0.201284531,1052.40374
0.147748538,0.262139211,6049.35611
0.168418937,0.238197361,3278.550037
0.161760919,0.174282532,4202.706268
0.167882396,0.252844347,3602.794373
0.185388708,0.14359261,2237.63422
0.202346816,0.199090508,7815.000139
0.206419896,0.213329656,2802.699382
0.225335889,0.219183682,1489.068403
0.189891956,0.202023767,8203.580203
0.185239588,0.189773943,7593.39761
0.205881368,0.195564185,3904.75701
0.176474966,0.142903118,4584.650409
0.187285609,0.205293613,3009.290296
0.209882216,0.216549171,4514.13217
0.180466533,0.145904141,6813.416855
0.19761716,0.253618413,4257.988209
0.15692947,0.231524103,2766.084647
0.177068752,0.240899695,8817.632271
0.163495114,0.195577172,7762.518498
0.214573611,0.170091389,3534.344953
0.187180885,0.241271601,6082.161739
0.156098282,0.229470049,7596.446095
0.237708436,0.157854158,1175.042871
0.191703189,0.26850951,1675.192048
0.18589897,0.174312827,7140.564462
0.207406419,0.164645103,3715.753015
0.189210996,0.269851298,4820.130423
0.173583717,0.252299267,6066.795335
0.197556235,0.187578166,1520.702598
0.182544354,0.154890149,5655.245181
0.164677519,0.189871583,4632.372803
0.219543939,0.190431307,2100.460693
0.164704109,0.245397293,7624.389698
0.191182149,0.230150412,4026.37439
0.232020193,0.18680254,1090.730659
0.200215713,0.195914063,3370.665774
0.198462071,0.174181998,6377.532491
0.16880723,0.239021577,4963.052971
0.200031784,0.214101262,8934.649789
0.178145793,0.226777689,2758.698008
0.166666053,0.200062169,7705.043425
0.174569019,0.160368648,2100.187971
0.186994191,0.188576406,5621.993201
0.191864172,0.239737207,7334.797004
0.17404723,0.206564733,6378.497459
0.211510265,0.233754405,2508.468509
0.154194026,0.24189381,6400.024913
0.199713589,0.176892318,6235.562428
0.168878211,0.17785178,7985.564697
0.206000369,0.16301056,5881.142972
0.154006126,0.251910294,7718.134779
0.219189467,0.149358716,2275.124296
0.179748353,0.26840193,4977.792802
0.203376623,0.182027902,6015.984257
0.193155563,0.277569957,3538.846309
0.188968459,0.212954055,4787.594856
0.159125061,0.219462027,7654.912051
0.174770952,0.17122377,4270.94299
0.20565547,0.191889733,4842.708904
0.200973176,0.239904791,2709.15867
0.172621059,0.233933636,5174.208557
0.172538421,0.163026261,6616.834498
0.217761803,0.187764083,2219.63924
0.161125587,0.192082227,4501.010522
0.165083057,0.272561422,5869.850811
0.185586455,0.244054315,5290.749868
0.187430419,0.156032983,1389.103286
0.167498667,0.185433556,5616.356928
0.167775706,0.225745965,1566.518597
0.181844066,0.207315064,5420.176845
0.198903665,0.165394531,5380.108212
0.206681822,0.164966759,1356.283631
0.168009569,0.278466457,5193.186465
0.219824561,0.211572446,1845.604179
0.156207213,0.251207287,4898.904456
0.184788611,0.210566457,8534.076929
0.195736945,0.248705834,2803.811676
0.188500611,0.219178478,4820.748351
0.186424989,0.245124952,3048.103543
0.181855015,0.236085339,6332.902428
0.159681848,0.209713948,7737.698458
0.171600216,0.201715551,7286.01789
0.17901675,0.269240876,5308.750502
0.172342195,0.188784483,4210.141411
0.167344162,0.209582162,4765.370085
0.193616986,0.263413567,1403.92847
0.142894158,0.264103787,6982.712872
0.191203423,0.17481741,6680.154079
0.18046081,0.270575611,5558.914954
0.193537151,0.143413252,2312.104176
0.1838267,0.161652327,1461.717048
0.174467216,0.259782672,8118.798629
0.17134931,0.215917931,1634.44233
0.194406606,0.159818484,7258.669409
0.203446794,0.149365354,1616.21086
0.206419753,0.16915672,4859.243719
0.161627423,0.188230954,3937.860832
0.18203885,0.21994496,7113.781342
0.186803356,0.25671015,7716.613032
0.187446725,0.216467063,1377.709173
0.203376395,0.264995519,3031.94486
0.171174664,0.252385694,2066.430514
0.207766448,0.197315421,5519.958345
0.163203725,0.16452923,4140.086928
0.174505485,0.212332704,3203.218752
0.166366788,0.143577972,4908.369664
0.208112533,0.229303472,4218.172338
0.171633341,0.214315167,4052.556559
0.203250309,0.158628435,1780.652797
0.204668623,0.212472711,1972.101338
0.166791679,0.179948452,7624.937233
0.190908568,0.184914239,7455.117369
0.175125606,0.269769777,1367.371654
0.14744251,0.256385716,6274.33512
0.200285111,0.192611369,4027.214474
0.180025359,0.271343019,1597.46586
0.188593887,0.192757804,6966.823914
0.200539948,0.150790222,2676.394601
0.191950266,0.199296872,1310.355862
0.172221065,0.27236538,6063.011025
0.194086821,0.249041154,4596.06005
0.18241553,0.216828766,8588.974249
0.228966264,0.239156971,1402.335512
0.182039611,0.147549019,7060.754285
0.187124469,0.180692092,5691.148845
0.21200184,0.263843033,2525.534638
0.221845107,0.221477931,1093.269672
0.180615972,0.173168977,2351.257251
0.152570595,0.278989858,1598.482111
0.18094186,0.267432495,1111.655844
0.190273095,0.233587349,7346.003369
0.199391543,0.16769898,3719.479922
0.182037482,0.240379823,3157.953057
0.190857981,0.24240271,2628.038426
0.172876162,0.202236367,8976.325449
0.174233485,0.167200363,8611.270246
0.22076369,0.200065203,2039.793753
0.18391482,0.15067703,4395.868382
0.186466448,0.164151322,2738.412084
0.201607864,0.221802473,3542.510734
0.148714873,0.255512564,5737.114324
0.189470819,0.243971572,5051.934913
0.168813211,0.247634115,8029.430298
0.1732615,0.221762295,8338.735084
0.156022128,0.278024492,3351.111849
0.168166422,0.141376966,6340.548453
0.16843544,0.202914422,4153.371354
0.163253867,0.20846756,5288.730431
0.151215623,0.242095801,7095.28381
0.17152768,0.203942372,7184.568262
0.170983009,0.192878993,8309.140011
0.179408031,0.230917241,3039.165898
0.204768867,0.148393092,3429.281319
0.167266011,0.265439048,1160.243743
0.15216912,0.242681886,8358.60642
0.191866273,0.179272816,8597.619991
0.232725572,0.194830169,1490.752433
0.146542135,0.249578882,6078.833156
0.177920565,0.142988316,4549.201746
0.165121334,0.151898516,5383.264494
0.182853604,0.173984848,3272.606625
0.172359249,0.185807642,2755.091068
0.171671582,0.225463183,7718.75302
0.211489738,0.272638394,1668.63079
0.201604637,0.159788267,4720.41508
0.204714091,0.18575255,3246.712845
0.197415454,0.189365385,1574.681818
0.186277181,0.220022442,3865.029802
0.164503766,0.245996568,3789.789726
0.168292026,0.169721936,6445.426365
0.158162294,0.232199302,8931.971967
0.193036252,0.162529163,8723.968595
0.190991329,0.179805939,7801.960818
0.173087747,0.231977394,8880.758261
0.228522657,0.175352619,1278.633738
0.183891178,0.253820152,4974.382842
0.160383951,0.21838892,6441.523454
0.168462805,0.183599488,6643.669797
0.185827956,0.231389306,7067.84793
0.186327856,0.255557387,5106.799851
0.149177422,0.225235127,7963.996592
0.207391422,0.182400718,5237.35953
0.163244517,0.209896817,6557.229957
0.157970342,0.229439292,7510.833742
0.195030622,0.144218226,7999.535431
0.185167461,0.222279422,1559.914494
0.172684464,0.232234901,7145.831451
0.211488966,0.211355348,1392.853442
0.189126708,0.254534879,1907.415653
0.209719541,0.147954791,2714.132547
0.197464141,0.177055204,7340.774976
0.180527743,0.250754498,8379.024813
0.200672428,0.192122079,8398.849989
0.203328469,0.229448966,4870.453198
0.183873969,0.174708096,8253.200921
0.153527036,0.253748273,2157.605604
0.228773192,0.243451508,1037.732316
0.167122149,0.216794511,2308.50995
0.200572416,0.264341885,3603.916879
0.174038858,0.247079609,4118.171778
0.189896436,0.242289156,4312.224511
0.202396538,0.234754228,7909.320077
0.20633193,0.20533203,4517.443616
0.19800489,0.175539025,8763.212817
0.16486172,0.218342617,8031.317442
0.18978985,0.248140968,2230.354421
0.154178847,0.201058148,7636.266719
0.191396916,0.245939666,8113.573527
0.167653061,0.202254378,8112.942856
0.164966696,0.216165952,3447.570555
0.172204886,0.157415363,8945.211606
0.193755235,0.202402896,3158.315744
0.188791246,0.230507808,2803.407974
0.173762366,0.147242389,2250.029574
0.188322982,0.248123622,2608.098462
0.179554666,0.226499513,3454.268872
