cart_dose,sp_value,response,t9,t12,t15,t18,t21,t_final_30
0.11,0.41369,PR,43.1581,29.8359,22.1089,16.7215,12.7208,5.639
0.11,0.42381,PR,42.8049,29.4366,21.7787,16.4648,12.5243,5.5519
0.11,0.43393,PR,42.4679,29.0443,21.4527,16.2111,12.33,5.4657
0.11,0.44405,PR,42.1479,28.659,21.1309,15.9604,12.1379,5.3805
0.11,0.45417,PR,41.8458,28.2811,20.8134,15.7127,11.948,5.2963
0.11,0.46429,PR,41.5626,27.9108,20.5003,15.468,11.7604,5.213
0.11,0.4744,PR,41.2994,27.5483,20.1916,15.2263,11.575,5.1307
0.11,0.48452,PR,41.0573,27.1938,19.8874,14.9878,11.3919,5.0495
0.11,0.49464,PR,40.8378,26.8478,19.5877,14.7523,11.2111,4.9692
0.11,0.50476,PR,40.6425,26.5105,19.2928,14.52,11.0326,4.8899
0.11,0.51488,PR,40.4729,26.1823,19.0026,14.2909,10.8565,4.8116
0.11,0.525,PR,40.3311,25.8638,18.7174,14.0651,10.6827,4.7344
0.11,0.53512,PR,40.2192,25.5553,18.4373,13.8426,10.5114,4.6582
0.11,0.54524,PR,40.1398,25.2575,18.1625,13.6236,10.3425,4.5832
0.11,0.55536,PR,40.0956,24.9711,17.8931,13.408,10.1762,4.5092
0.11,0.56548,PR,40.0899,24.6968,17.6294,13.1961,10.0126,4.4363
0.11,0.5756,PR,40.1265,24.4355,17.3718,12.988,9.85155,4.3646
0.11,0.58571,PR,40.2094,24.1882,17.1203,12.7837,9.69331,4.2941
0.11,0.59583,PR,40.3438,23.9561,16.8756,12.5834,9.53797,4.2248
0.11,0.60595,PR,40.5352,23.7405,16.6379,12.3875,9.38562,4.1568
0.11,0.61607,PR,40.7905,23.543,16.4077,12.196,9.23643,4.0902
0.11,0.62619,PR,41.1173,23.3655,16.1857,12.0092,9.09055,4.025
0.11,0.63631,PR,41.5251,23.2102,15.9725,11.8275,8.94819,3.9613
0.11,0.64643,PR,42.0246,23.0796,15.7689,11.6512,8.80956,3.8992
0.11,0.65655,PR,42.6288,22.9768,15.5758,11.4808,8.67492,3.8388
0.11,0.66667,PR,43.3534,22.9056,15.3942,11.3166,8.54457,3.7802
0.11,0.67679,PR,44.2169,22.8702,15.2256,11.1593,8.41884,3.7235
0.11,0.6869,PR,45.2419,22.8758,15.0712,11.0095,8.29809,3.669
0.11,0.69702,PR,46.455,22.9286,14.9328,10.8677,8.18268,3.6166
0.11,0.70714,PR,47.8885,23.0357,14.8123,10.7347,8.07295,3.5667
0.11,0.71726,PR,49.5791,23.2052,14.7112,10.6109,7.96908,3.5191
0.11,0.72738,PR,51.5657,23.4449,14.6309,10.4962,7.87078,3.4738
0.11,0.7375,PR,53.8708,23.7566,14.569,10.3882,7.77604,3.4298
0.11,0.74762,PR,56.4193,24.1111,14.5086,10.2749,7.67599,3.3833
0.11,0.75774,PR,58.8978,24.4076,14.401,10.1251,7.54801,3.3244
0.11,0.76786,PR,60.9895,24.5527,14.2063,9.91453,7.37489,3.2456
0.11,0.77798,PR,62.719,24.5626,13.9367,9.65273,7.16386,3.1502
0.11,0.7881,PR,64.225,24.4865,13.6181,9.35682,6.9275,3.0437
0.11,0.79821,PR,65.6097,24.3592,13.2678,9.0383,6.6742,2.9296
0.11,0.80833,PR,66.9375,24.2024,12.8964,8.70395,6.40887,2.8103
0.11,0.81845,PR,68.2499,24.0295,12.5103,8.35784,6.13445,2.6869
0.11,0.82857,PR,69.5758,23.85,12.1136,8.00249,5.85275,2.5602
0.11,0.83869,PR,70.9368,23.6705,11.709,7.63951,5.56488,2.4307
0.11,0.84881,PR,72.3501,23.4963,11.2985,7.26992,5.27153,2.2986
0.11,0.85893,PR,73.8308,23.3317,10.8833,6.89435,4.97311,2.1643
0.11,0.86905,PR,75.3908,23.1803,10.4644,6.51305,4.66972,2.0276
0.11,0.87917,R,77.0418,23.0455,10.0424,6.12616,4.3614,1.8886
0.11,0.88929,R,78.795,22.9305,9.61784,5.73361,4.04799,1.7472
0.11,0.8994,R,80.6611,22.8388,9.19093,5.3352,3.72926,1.6033
0.11,0.90952,R,82.6504,22.7736,8.76193,4.93057,3.40482,1.4567
0.11,0.91964,R,84.7738,22.7389,8.33098,4.51927,3.07422,1.3071
0.11,0.92976,R,87.0412,22.7386,7.89808,4.10066,2.73684,1.1544
0.11,0.93988,R,89.4617,22.7772,7.46308,3.67393,2.3919,0.99801
0.11,0.95,R,92.0435,22.8595,7.02569,3.23799,2.03842,0.8376
0.12,0.1,PR,59.383,44.7893,34.0012,25.8715,19.7046,8.7288
0.12,0.11012,PR,58.7185,44.2275,33.5632,25.5363,19.4493,8.616
0.12,0.12024,PR,58.0602,43.6691,33.1274,25.2028,19.1951,8.5038
0.12,0.13036,PR,57.4083,43.114,32.6939,24.8709,18.9422,8.392
0.12,0.14048,PR,56.7627,42.5624,32.2627,24.5407,18.6906,8.2808
0.12,0.1506,PR,56.1235,42.0144,31.8339,24.2123,18.4403,8.1702
0.12,0.16071,PR,55.4909,41.47,31.4076,23.8857,18.1914,8.0602
0.12,0.17083,PR,54.865,40.9294,30.9839,23.5609,17.9438,7.9508
0.12,0.18095,PR,54.2459,40.3925,30.5627,23.2381,17.6977,7.842
0.12,0.19107,PR,53.6335,39.8595,30.1442,22.9172,17.453,7.7338
0.12,0.20119,PR,53.0283,39.3305,29.7284,22.5983,17.2099,7.6263
0.12,0.21131,PR,52.4301,38.8055,29.3154,22.2814,16.9682,7.5195
0.12,0.22143,PR,51.8392,38.2846,28.9052,21.9666,16.7281,7.4133
0.12,0.23155,PR,51.2556,37.7679,28.4978,21.6539,16.4895,7.3078
0.12,0.24167,PR,50.6796,37.2554,28.0932,21.3432,16.2526,7.203
0.12,0.25179,PR,50.1111,36.7471,27.6916,21.0347,16.0172,7.0989
0.12,0.2619,PR,49.5505,36.2432,27.293,20.7284,15.7835,6.9955
0.12,0.27202,PR,48.9978,35.7436,26.8973,20.4243,15.5514,6.8928
0.12,0.28214,PR,48.4532,35.2485,26.5046,20.1223,15.3209,6.7908
0.12,0.29226,PR,47.9168,34.7579,26.115,19.8226,15.0922,6.6895
0.12,0.30238,PR,47.3889,34.2718,25.7284,19.5251,14.865,6.589
0.12,0.3125,PR,46.8696,33.7903,25.3449,19.2299,14.6396,6.4892
0.12,0.32262,PR,46.3591,33.3134,24.9645,18.9369,14.4159,6.3902
0.12,0.33274,PR,45.8575,32.8413,24.5872,18.6461,14.1939,6.2919
0.12,0.34286,PR,45.3652,32.3739,24.213,18.3577,13.9735,6.1943
0.12,0.35298,PR,44.8823,31.9112,23.8419,18.0715,13.7549,6.0975
0.12,0.3631,PR,44.4092,31.4534,23.474,17.7876,13.5379,6.0014
0.12,0.37321,PR,43.9459,31.0005,23.1093,17.506,13.3227,5.9061
0.12,0.38333,PR,43.4929,30.5526,22.7477,17.2266,13.1092,5.8115
0.12,0.39345,PR,43.0504,30.1096,22.3894,16.9496,12.8974,5.7176
0.12,0.40357,PR,42.6188,29.6718,22.0342,16.6748,12.6873,5.6245
0.12,0.41369,PR,42.1984,29.239,21.6821,16.4023,12.4789,5.5321
0.12,0.42381,PR,41.7895,28.8115,21.3333,16.132,12.2721,5.4405
0.12,0.43393,PR,41.3927,28.3892,20.9877,15.8641,12.0671,5.3496
0.12,0.44405,PR,41.0082,27.9723,20.6454,15.5984,11.8637,5.2594
0.12,0.45417,PR,40.6367,27.5608,20.3062,15.3349,11.6621,5.17
0.12,0.46429,PR,40.2787,27.1548,19.9703,15.0738,11.4621,5.0812
0.12,0.4744,PR,39.9347,26.7545,19.6376,14.8148,11.2637,4.9932
0.12,0.48452,PR,39.6054,26.3599,19.3081,14.5581,11.067,4.906
0.12,0.49464,PR,39.2915,25.9712,18.982,14.3037,10.872,4.8194
0.12,0.50476,PR,38.9938,25.5885,18.6591,14.0514,10.6785,4.7335
0.12,0.51488,PR,38.713,25.212,18.3395,13.8014,10.4868,4.6484
0.12,0.525,PR,38.4502,24.8418,18.0232,13.5536,10.2966,4.5639
0.12,0.53512,PR,38.2064,24.4781,17.7103,13.308,10.108,4.4802
0.12,0.54524,PR,37.9828,24.1212,17.4007,13.0646,9.92102,4.3971
0.12,0.55536,PR,37.7806,23.7713,17.0946,12.8234,9.73564,4.3147
0.12,0.56548,PR,37.6013,23.4287,16.7919,12.5844,9.55183,4.233
0.12,0.5756,PR,37.4465,23.0937,16.4927,12.3476,9.3696,4.152
0.12,0.58571,PR,37.3181,22.7666,16.1971,12.1129,9.18893,4.0717
0.12,0.59583,PR,37.218,22.4478,15.9051,11.8805,9.00982,3.992
0.12,0.60595,PR,37.1485,22.1378,15.6168,11.6503,8.83226,3.9129
0.12,0.61607,PR,37.1123,21.8371,15.3323,11.4223,8.65626,3.8346
0.12,0.62619,PR,37.1124,21.5464,15.0517,11.1966,8.4818,3.7569
0.12,0.63631,PR,37.152,21.2662,14.7751,10.9731,8.30889,3.6798
0.12,0.64643,PR,37.2351,20.9974,14.5028,10.7519,8.13754,3.6034
0.12,0.65655,PR,37.366,20.7408,14.2349,10.533,7.96773,3.5277
0.12,0.66667,PR,37.5499,20.4976,13.9715,10.3165,7.7995,3.4526
0.12,0.67679,PR,37.7927,20.2689,13.713,10.1024,7.63284,3.3781
0.12,0.6869,PR,38.1012,20.0561,13.4596,9.89077,7.46778,3.3044
0.12,0.69702,PR,38.4834,19.861,13.2117,9.6817,7.30433,3.2312
0.12,0.70714,PR,38.9488,19.6854,12.9697,9.47528,7.14252,3.1588
0.12,0.71726,PR,39.5083,19.5317,12.7341,9.2716,6.98237,3.087
0.12,0.72738,PR,40.1752,19.4025,12.5053,9.07078,6.8239,3.0158
0.12,0.7375,PR,40.9647,19.301,12.2841,8.87293,6.66713,2.9453
0.12,0.74762,PR,41.8953,19.2311,12.0712,8.67818,6.51205,2.8755
0.12,0.75774,PR,42.989,19.1972,11.8674,8.48661,6.35864,2.8063
0.12,0.76786,PR,44.2713,19.2044,11.6735,8.29826,6.20679,2.7376
0.12,0.77798,PR,45.7723,19.2588,11.4905,8.11305,6.05629,2.6694
0.12,0.7881,PR,47.5251,19.3667,11.319,7.9307,5.90675,2.6014
0.12,0.79821,PR,49.5572,19.5325,11.1586,7.75009,5.75717,2.5331
0.12,0.80833,PR,51.8585,19.7496,11.004,7.56706,5.60435,2.4632
0.12,0.81845,PR,54.2932,19.9767,10.836,7.36954,5.43959,2.3878
0.12,0.82857,PR,56.5592,20.1293,10.6206,7.13778,5.24912,2.3011
0.12,0.83869,PR,58.4849,20.1648,10.3441,6.86508,5.02858,2.2012
0.12,0.84881,PR,60.1334,20.1063,10.0192,6.56024,4.78448,2.091
0.12,0.85893,R,61.6096,19.9868,9.66119,6.23291,4.52378,1.9735
0.12,0.86905,R,62.9896,19.8294,9.28044,5.88943,4.25099,1.8507
0.12,0.87917,R,64.3228,19.6489,8.88327,5.53362,3.96883,1.7237
0.12,0.88929,R,65.6428,19.4553,8.47371,5.16785,3.67895,1.5932
0.12,0.8994,R,66.9733,19.2554,8.05433,4.79354,3.38233,1.4597
0.12,0.90952,R,68.3324,19.0541,7.62684,4.41155,3.07954,1.3234
0.12,0.91964,R,69.7349,18.8555,7.19234,4.02235,2.77083,1.1844
0.12,0.92976,R,71.1928,18.6628,6.75152,3.62609,2.45627,1.0426
0.12,0.93988,R,72.7171,18.4786,6.30472,3.22265,2.13569,0.89815
0.12,0.95,R,74.3164,18.3049,5.85182,2.81166,1.80873,0.7507
0.13,0.1,PR,59.0509,44.5407,33.8133,25.7289,19.5962,8.681
0.13,0.11012,PR,58.3874,43.9805,33.3766,25.3948,19.3417,8.5685
0.13,0.12024,PR,57.7295,43.4231,32.9418,25.062,19.0881,8.4565
0.13,0.13036,PR,57.0774,42.8688,32.509,24.7307,18.8357,8.345
0.13,0.14048,PR,56.4311,42.3176,32.0783,24.4009,18.5843,8.2339
0.13,0.1506,PR,55.7907,41.7695,31.6497,24.0726,18.3341,8.1234
0.13,0.16071,PR,55.1562,41.2247,31.2232,23.7459,18.0851,8.0133
0.13,0.17083,PR,54.5276,40.6831,30.799,23.4208,17.8373,7.9038
0.13,0.18095,PR,53.9051,40.1448,30.377,23.0974,17.5908,7.7948
0.13,0.19107,PR,53.2888,39.61,29.9573,22.7757,17.3455,7.6863
0.13,0.20119,PR,52.6786,39.0786,29.54,22.4556,17.1014,7.5784
0.13,0.21131,PR,52.0747,38.5507,29.125,22.1373,16.8587,7.4711
0.13,0.22143,PR,51.4773,38.0264,28.7125,21.8208,16.6173,7.3644
0.13,0.23155,PR,50.8863,37.5056,28.3023,21.5061,16.3773,7.2582
0.13,0.24167,PR,50.3018,36.9885,27.8947,21.1931,16.1386,7.1526
0.13,0.25179,PR,49.724,36.4751,27.4896,20.8821,15.9012,7.0476
0.13,0.2619,PR,49.153,35.9655,27.087,20.5728,15.6653,6.9433
0.13,0.27202,PR,48.5888,35.4595,26.687,20.2655,15.4308,6.8395
0.13,0.28214,PR,48.0316,34.9575,26.2895,19.96,15.1976,6.7363
0.13,0.29226,PR,47.4815,34.4592,25.8947,19.6564,14.966,6.6338
0.13,0.30238,PR,46.9387,33.9649,25.5024,19.3547,14.7357,6.5319
0.13,0.3125,PR,46.4031,33.4745,25.1128,19.055,14.5068,6.4306
0.13,0.32262,PR,45.8751,32.988,24.7258,18.7571,14.2795,6.3299
0.13,0.33274,PR,45.3546,32.5055,24.3415,18.4612,14.0535,6.2299
0.13,0.34286,PR,44.8419,32.0271,23.9599,18.1672,13.829,6.1305
0.13,0.35298,PR,44.3371,31.5527,23.5809,17.8752,13.6059,6.0317
0.13,0.3631,PR,43.8404,31.0824,23.2045,17.5851,13.3843,5.9335
0.13,0.37321,PR,43.352,30.6163,22.8309,17.297,13.1642,5.836
0.13,0.38333,PR,42.872,30.1542,22.4599,17.0107,12.9455,5.7391
0.13,0.39345,PR,42.4006,29.6964,22.0917,16.7264,12.7282,5.6428
0.13,0.40357,PR,41.938,29.2428,21.7261,16.4441,12.5124,5.5472
0.13,0.41369,PR,41.4845,28.7935,21.3632,16.1636,12.298,5.4522
0.13,0.42381,PR,41.0403,28.3484,21.003,15.8851,12.085,5.3578
0.13,0.43393,PR,40.6057,27.9077,20.6454,15.6084,11.8734,5.264
0.13,0.44405,PR,40.1809,27.4713,20.2905,15.3337,11.6633,5.1708
0.13,0.45417,PR,39.7663,27.0394,19.9383,15.0608,11.4545,5.0783
0.13,0.46429,PR,39.362,26.6119,19.5888,14.7898,11.2471,4.9863
0.13,0.4744,PR,38.9686,26.1889,19.2419,14.5207,11.0411,4.8949
0.13,0.48452,PR,38.5864,25.7705,18.8976,14.2533,10.8365,4.8041
0.13,0.49464,PR,38.2157,25.3566,18.556,13.9878,10.6332,4.7139
0.13,0.50476,PR,37.8571,24.9475,18.217,13.7241,10.4312,4.6243
0.13,0.51488,PR,37.511,24.543,17.8806,13.4622,10.2305,4.5352
0.13,0.525,PR,37.1779,24.1434,17.5468,13.202,10.0311,4.4467
0.13,0.53512,PR,36.8584,23.7487,17.2156,12.9436,9.83294,4.3587
0.13,0.54524,PR,36.5532,23.3589,16.8869,12.6869,9.63605,4.2713
0.13,0.55536,PR,36.2628,22.9742,16.5609,12.4318,9.44038,4.1844
0.13,0.56548,PR,35.9882,22.5947,16.2373,12.1784,9.24591,4.098
0.13,0.5756,PR,35.7301,22.2205,15.9164,11.9267,9.0526,4.0121
0.13,0.58571,PR,35.4894,21.8518,15.598,11.6765,8.86044,3.9267
0.13,0.59583,PR,35.2671,21.4887,15.2821,11.4279,8.66939,3.8418
0.13,0.60595,PR,35.0644,21.1313,14.9687,11.1808,8.47941,3.7573
0.13,0.61607,PR,34.8825,20.7799,14.6578,10.9352,8.29049,3.6733
0.13,0.62619,PR,34.7228,20.4347,14.3494,10.6911,8.10258,3.5897
0.13,0.63631,PR,34.5867,20.0959,14.0436,10.4483,7.91564,3.5065
0.13,0.64643,PR,34.4762,19.7638,13.7403,10.207,7.72963,3.4237
0.13,0.65655,PR,34.393,19.4388,13.4394,9.96698,7.54451,3.3413
0.13,0.66667,PR,34.3393,19.1211,13.1411,9.72825,7.36024,3.2592
0.13,0.67679,PR,34.3176,18.8113,12.8454,9.49076,7.17676,3.1775
0.13,0.6869,PR,34.3306,18.5097,12.5522,9.25446,6.99403,3.096
0.13,0.69702,PR,34.3815,18.217,12.2616,9.01929,6.81198,3.0149
0.13,0.70714,PR,34.4737,17.9336,11.9737,8.78519,6.63056,2.9339
0.13,0.71726,PR,34.6114,17.6604,11.6884,8.5521,6.44969,2.8532
0.13,0.72738,PR,34.7991,17.3982,11.4059,8.31997,6.2693,2.7726
0.13,0.7375,PR,35.0422,17.1478,11.1262,8.0887,6.08932,2.6922
0.13,0.74762,PR,35.3469,16.9105,10.8494,7.85824,5.90965,2.6119
0.13,0.75774,PR,35.7201,16.6874,10.5757,7.62849,5.73019,2.5315
0.13,0.76786,PR,36.1703,16.48,10.3051,7.39936,5.55083,2.4512
0.13,0.77798,PR,36.707,16.2902,10.0379,7.17073,5.37143,2.3708
0.13,0.7881,PR,37.3414,16.12,9.77429,6.94247,5.19184,2.2902
0.13,0.79821,PR,38.0868,15.9718,9.5144,6.71444,5.01187,2.2094
0.13,0.80833,PR,38.9587,15.8483,9.25852,6.48641,4.83128,2.1281
0.13,0.81845,PR,39.9754,15.7529,9.0069,6.25813,4.64978,2.0464
0.13,0.82857,R,41.1582,15.6895,8.75977,6.02922,4.46696,1.9639
0.13,0.83869,R,42.5319,15.6624,8.51736,5.79922,4.28235,1.8805
0.13,0.84881,R,44.1244,15.6766,8.27996,5.56762,4.09542,1.7959
0.13,0.85893,R,45.9603,15.7363,8.04726,5.33348,3.9053,1.7096
0.13,0.86905,R,48.0497,15.8414,7.81718,5.09482,3.71038,1.621
0.13,0.87917,R,50.345,15.9773,7.58264,4.84702,3.50733,1.5286
0.13,0.88929,R,52.6612,16.0963,7.32621,4.58069,3.28975,1.4297
0.13,0.8994,R,54.7547,16.139,7.02922,4.28698,3.05201,1.3219
0.13,0.90952,R,56.5608,16.0932,6.69067,3.96682,2.79514,1.2057
0.13,0.91964,R,58.1512,15.9805,6.32021,3.62619,2.52343,1.0831
0.13,0.92976,R,59.606,15.823,5.92664,3.27015,2.2404,0.95556
0.13,0.93988,R,60.9828,15.6363,5.51576,2.90186,1.94821,0.82392
0.13,0.95,R,62.32,15.4305,5.09105,2.52315,1.64808,0.68874
0.14,0.1,PR,58.7449,44.3116,33.6402,25.5975,19.4964,8.6369
0.14,0.11012,PR,58.0826,43.753,33.2049,25.2645,19.2426,8.5248
0.14,0.12024,PR,57.4257,43.1971,32.7713,24.9326,18.9898,8.4131
0.14,0.13036,PR,56.7742,42.644,32.3395,24.6021,18.738,8.3018
0.14,0.14048,PR,56.128,42.0937,31.9096,24.273,18.4871,8.191
0.14,0.1506,PR,55.4873,41.5462,31.4816,23.9452,18.2373,8.0806
0.14,0.16071,PR,54.852,41.0016,31.0556,23.6188,17.9886,7.9707
0.14,0.17083,PR,54.2221,40.46,30.6315,23.2939,17.7409,7.8612
0.14,0.18095,PR,53.5979,39.9214,30.2094,22.9704,17.4943,7.7522
0.14,0.19107,PR,52.9792,39.3858,29.7894,22.6485,17.2488,7.6436
0.14,0.20119,PR,52.3661,38.8533,29.3714,22.328,17.0044,7.5356
0.14,0.21131,PR,51.7587,38.324,28.9556,22.0091,16.7613,7.4281
0.14,0.22143,PR,51.1571,37.7978,28.5419,21.6917,16.5192,7.3211
0.14,0.23155,PR,50.5613,37.2748,28.1303,21.3759,16.2784,7.2145
0.14,0.24167,PR,49.9714,36.7551,27.721,21.0618,16.0388,7.1085
0.14,0.25179,PR,49.3875,36.2386,27.3138,20.7492,15.8003,7.0031
0.14,0.2619,PR,48.8096,35.7254,26.909,20.4383,15.5631,6.8981
0.14,0.27202,PR,48.2378,35.2156,26.5063,20.129,15.3271,6.7937
0.14,0.28214,PR,47.6722,34.7092,26.106,19.8214,15.0924,6.6898
0.14,0.29226,PR,47.113,34.2061,25.7079,19.5155,14.8589,6.5865
0.14,0.30238,PR,46.56,33.7065,25.3122,19.2112,14.6267,6.4837
0.14,0.3125,PR,46.0136,33.2104,24.9187,18.9087,14.3958,6.3815
0.14,0.32262,PR,45.4737,32.7178,24.5276,18.6078,14.1661,6.2798
0.14,0.33274,PR,44.9405,32.2287,24.1389,18.3086,13.9377,6.1787
0.14,0.34286,PR,44.414,31.7431,23.7525,18.0112,13.7106,6.0781
0.14,0.35298,PR,43.8944,31.2611,23.3684,17.7155,13.4847,5.9781
0.14,0.3631,PR,43.3819,30.7827,22.9867,17.4214,13.2602,5.8786
0.14,0.37321,PR,42.8764,30.308,22.6074,17.1291,13.0369,5.7797
0.14,0.38333,PR,42.3782,29.8368,22.2305,16.8385,12.8149,5.6814
0.14,0.39345,PR,41.8874,29.3694,21.8559,16.5496,12.5941,5.5836
0.14,0.40357,PR,41.4041,28.9056,21.4837,16.2625,12.3747,5.4864
0.14,0.41369,PR,40.9285,28.4455,21.1138,15.977,12.1565,5.3897
0.14,0.42381,PR,40.4608,27.9892,20.7464,15.6932,11.9396,5.2935
0.14,0.43393,PR,40.0011,27.5366,20.3812,15.4111,11.7239,5.1979
0.14,0.44405,PR,39.5497,27.0878,20.0185,15.1306,11.5095,5.1029
0.14,0.45417,PR,39.1066,26.6428,19.658,14.8519,11.2963,5.0083
0.14,0.46429,PR,38.6722,26.2016,19.3,14.5747,11.0843,4.9143
0.14,0.4744,PR,38.2465,25.7642,18.9442,14.2992,10.8735,4.8209
0.14,0.48452,PR,37.83,25.3308,18.5907,14.0254,10.664,4.7279
0.14,0.49464,PR,37.4229,24.9012,18.2396,13.7531,10.4556,4.6355
0.14,0.50476,PR,37.0254,24.4756,17.8907,13.4824,10.2484,4.5436
0.14,0.51488,PR,36.6378,24.0539,17.544,13.2133,10.0423,4.4521
0.14,0.525,PR,36.2604,23.6362,17.1997,12.9457,9.83742,4.3612
0.14,0.53512,PR,35.8937,23.2225,16.8575,12.6796,9.6336,4.2707
0.14,0.54524,PR,35.5379,22.8129,16.5176,12.415,9.43087,4.1807
0.14,0.55536,PR,35.1936,22.4074,16.1798,12.1519,9.2292,4.0912
0.14,0.56548,PR,34.861,22.0061,15.8442,11.8902,9.02858,4.0021
0.14,0.5756,PR,34.5408,21.609,15.5107,11.6299,8.82896,3.9134
0.14,0.58571,PR,34.2334,21.2161,15.1793,11.3709,8.63033,3.8252
0.14,0.59583,PR,33.9394,20.8276,14.85,11.1133,8.43264,3.7373
0.14,0.60595,PR,33.6594,20.4434,14.5227,10.8569,8.23588,3.6499
0.14,0.61607,PR,33.3942,20.0637,14.1974,10.6018,8.03999,3.5628
0.14,0.62619,PR,33.1444,19.6886,13.8742,10.3479,7.84495,3.4761
0.14,0.63631,PR,32.9108,19.3181,13.5529,10.0952,7.65071,3.3897
0.14,0.64643,PR,32.6945,18.9524,13.2334,9.84351,7.45723,3.3037
0.14,0.65655,PR,32.4962,18.5916,12.9159,9.5929,7.26446,3.2179
0.14,0.66667,PR,32.3173,18.2358,12.6002,9.34326,7.07235,3.1325
0.14,0.67679,PR,32.1587,17.8851,12.2863,9.09455,6.88085,3.0472
0.14,0.6869,PR,32.022,17.5398,11.9741,8.8467,6.68989,2.9622
0.14,0.69702,PR,31.9084,17.2,11.6637,8.59962,6.49943,2.8774
0.14,0.70714,PR,31.8198,16.866,11.3549,8.35326,6.30938,2.7927
0.14,0.71726,PR,31.758,16.538,11.0477,8.10751,6.11967,2.7082
0.14,0.72738,PR,31.7249,16.2163,10.7421,7.8623,5.93023,2.6237
0.14,0.7375,PR,31.7229,15.9012,10.438,7.61753,5.74097,2.5394
0.14,0.74762,PR,31.7546,15.5931,10.1355,7.37309,5.5518,2.455
0.14,0.75774,PR,31.8229,15.2924,9.83429,7.12887,5.36261,2.3705
0.14,0.76786,PR,31.9311,14.9995,9.5345,6.88474,5.17329,2.286
0.14,0.77798,PR,32.0829,14.7151,9.23602,6.64056,4.98372,2.2013
0.14,0.7881,PR,32.2826,14.4399,8.93883,6.39619,4.79376,2.1164
0.14,0.79821,PR,32.5351,14.1744,8.64284,6.15146,4.60325,2.0313
0.14,0.80833,R,32.8458,13.9196,8.34802,5.90619,4.41204,1.9457
0.14,0.81845,R,33.2213,13.6764,8.05431,5.66017,4.21991,1.8597
0.14,0.82857,R,33.6688,13.4461,7.76165,5.41316,4.02667,1.7731
0.14,0.83869,R,34.1969,13.23,7.46999,5.1649,3.83206,1.6859
0.14,0.84881,R,34.8155,13.0295,7.17925,4.91509,3.6358,1.5978
0.14,0.85893,R,35.5361,12.8467,6.88938,4.66337,3.43755,1.5088
0.14,0.86905,R,36.372,12.6834,6.60026,4.4093,3.23691,1.4186
0.14,0.87917,R,37.3388,12.5424,6.31174,4.15237,3.0334,1.327
0.14,0.88929,R,38.4545,12.4262,6.02359,3.89191,2.82641,1.2337
0.14,0.8994,R,39.7403,12.3383,5.73562,3.62721,2.61529,1.1384
0.14,0.90952,R,41.2186,12.2825,5.44774,3.35759,2.3994,1.0409
0.14,0.91964,R,42.9113,12.262,5.15941,3.08201,2.1778,0.9406
0.14,0.92976,R,44.8342,12.2787,4.86939,2.79902,1.94929,0.83704
0.14,0.93988,R,46.9755,12.3278,4.57455,2.50629,1.7121,0.72941
0.14,0.95,R,49.2417,12.3867,4.26719,2.19991,1.46365,0.61664
0.15,0.1,PR,58.4608,44.099,33.4794,25.4755,19.4036,8.5959
0.15,0.11012,PR,57.8,43.5422,33.0456,25.1436,19.1507,8.4842
0.15,0.12024,PR,57.1444,42.9879,32.6134,24.8129,18.8987,8.3729
0.15,0.13036,PR,56.4939,42.4362,32.1829,24.4833,18.6476,8.2619
0.15,0.14048,PR,55.8484,41.8871,31.754,24.155,18.3974,8.1514
0.15,0.1506,PR,55.2079,41.3406,31.3269,23.8279,18.1482,8.0412
0.15,0.16071,PR,54.5726,40.7968,30.9016,23.5021,17.8998,7.9315
0.15,0.17083,PR,53.9424,40.2557,30.478,23.1776,17.6525,7.8222
0.15,0.18095,PR,53.3173,39.7174,30.0563,22.8545,17.4062,7.7133
0.15,0.19107,PR,52.6974,39.1818,29.6365,22.5327,17.1608,7.6048
0.15,0.20119,PR,52.0827,38.649,29.2185,22.2122,16.9165,7.4968
0.15,0.21131,PR,51.4733,38.1192,28.8025,21.8932,16.6732,7.3892
0.15,0.22143,PR,50.8692,37.5921,28.3884,21.5756,16.431,7.2821
0.15,0.23155,PR,50.2704,37.068,27.9762,21.2594,16.1898,7.1754
0.15,0.24167,PR,49.677,36.5469,27.566,20.9446,15.9497,7.0692
0.15,0.25179,PR,49.0891,36.0287,27.1579,20.6313,15.7108,6.9635
0.15,0.2619,PR,48.5067,35.5135,26.7517,20.3195,15.4729,6.8583
0.15,0.27202,PR,47.9298,35.0014,26.3476,20.0092,15.2361,6.7535
0.15,0.28214,PR,47.3586,34.4923,25.9456,19.7004,15.0005,6.6492
0.15,0.29226,PR,46.7931,33.9863,25.5456,19.393,14.766,6.5454
0.15,0.30238,PR,46.2333,33.4834,25.1478,19.0873,14.5326,6.4421
0.15,0.3125,PR,45.6794,32.9837,24.752,18.783,14.3004,6.3393
0.15,0.32262,PR,45.1314,32.4871,24.3583,18.4803,14.0693,6.237
0.15,0.33274,PR,44.5893,31.9937,23.9668,18.1791,13.8394,6.1352
0.15,0.34286,PR,44.0534,31.5035,23.5774,17.8795,13.6106,6.0339
0.15,0.35298,PR,43.5236,31.0166,23.1901,17.5814,13.383,5.9331
0.15,0.3631,PR,43,30.5329,22.805,17.2849,13.1566,5.8329
0.15,0.37321,PR,42.4828,30.0524,22.4221,16.9899,12.9313,5.7331
0.15,0.38333,PR,41.972,29.5753,22.0413,16.6965,12.7072,5.6338
