cart_dose,sp_value,response,t9,t12,t15,t18,t21,t_final_30
0.38,0.83869,R,18.2716,8.24318,5.12883,3.67706,2.75781,1.2183
0.38,0.84881,R,17.9158,7.87474,4.828,3.44354,2.57884,1.1387
0.38,0.85893,R,17.5642,7.50863,4.52876,3.2112,2.40075,1.0594
0.38,0.86905,R,17.2166,7.14484,4.2311,2.98002,2.22353,0.98053
0.38,0.87917,R,16.8732,6.78336,3.93502,2.74999,2.04717,0.90203
0.38,0.88929,R,16.5339,6.42418,3.64051,2.52111,1.87168,0.8239
0.38,0.8994,R,16.1987,6.06731,3.34756,2.29338,1.69705,0.74614
0.38,0.90952,R,15.8678,5.71273,3.05617,2.06678,1.52327,0.66876
0.38,0.91964,R,15.541,5.36044,2.76632,1.84131,1.35034,0.59174
0.38,0.92976,R,15.2183,5.01043,2.47801,1.61697,1.17824,0.51509
0.38,0.93988,R,14.8999,4.66266,2.1912,1.39372,1.00698,0.4388
0.38,0.95,R,14.5855,4.31711,1.90587,1.17155,0.836513,0.36286
0.39,0.1,PR,54.56,41.177,31.2701,23.7985,18.1285,8.0329
0.39,0.11012,PR,53.9343,40.6549,30.8642,23.488,17.8919,7.9284
0.39,0.12024,PR,53.3123,40.1346,30.4593,23.1783,17.656,7.8241
0.39,0.13036,PR,52.694,39.6159,30.0555,22.8693,17.4205,7.7201
0.39,0.14048,PR,52.0791,39.0989,29.6527,22.5611,17.1857,7.6162
0.39,0.1506,PR,51.4678,38.5836,29.251,22.2536,16.9513,7.5127
0.39,0.16071,PR,50.8599,38.07,28.8504,21.947,16.7176,7.4093
0.39,0.17083,PR,50.2555,37.5581,28.4509,21.641,16.4844,7.3062
0.39,0.18095,PR,49.6544,37.0479,28.0524,21.3359,16.2518,7.2033
0.39,0.19107,PR,49.0568,36.5394,27.6551,21.0316,16.0198,7.1007
0.39,0.20119,PR,48.4625,36.0326,27.2589,20.728,15.7884,6.9984
0.39,0.21131,PR,47.8715,35.5276,26.8638,20.4253,15.5575,6.8963
0.39,0.22143,PR,47.2839,35.0242,26.4698,20.1234,15.3273,6.7945
0.39,0.23155,PR,46.6996,34.5226,26.077,19.8223,15.0977,6.6929
0.39,0.24167,PR,46.1186,34.0228,25.6853,19.522,14.8687,6.5915
0.39,0.25179,PR,45.5409,33.5247,25.2948,19.2226,14.6403,6.4905
0.39,0.2619,PR,44.9666,33.0283,24.9054,18.924,14.4126,6.3897
0.39,0.27202,PR,44.3956,32.5338,24.5173,18.6263,14.1855,6.2892
0.39,0.28214,PR,43.8279,32.0411,24.1303,18.3294,13.959,6.189
0.39,0.29226,PR,43.2635,31.5501,23.7446,18.0335,13.7333,6.089
0.39,0.30238,PR,42.7025,31.061,23.3601,17.7384,13.5081,5.9894
0.39,0.3125,PR,42.1448,30.5738,22.9769,17.4442,13.2837,5.89
0.39,0.32262,PR,41.5904,30.0884,22.5949,17.151,13.0599,5.7909
0.39,0.33274,PR,41.0395,29.6049,22.2142,16.8587,12.8368,5.6921
0.39,0.34286,PR,40.4919,29.1233,21.8347,16.5673,12.6145,5.5936
0.39,0.35298,PR,39.9477,28.6437,21.4566,16.2769,12.3928,5.4955
0.39,0.3631,PR,39.4069,28.166,21.0799,15.9875,12.1719,5.3976
0.39,0.37321,PR,38.8695,27.6902,20.7044,15.699,11.9517,5.3001
0.39,0.38333,PR,38.3356,27.2164,20.3304,15.4115,11.7322,5.2028
0.39,0.39345,PR,37.8052,26.7446,19.9577,15.1251,11.5135,5.1059
0.39,0.40357,PR,37.2782,26.2749,19.5864,14.8396,11.2956,5.0094
0.39,0.41369,PR,36.7548,25.8072,19.2165,14.5553,11.0784,4.9131
0.39,0.42381,PR,36.2349,25.3416,18.848,14.2719,10.862,4.8172
0.39,0.43393,PR,35.7185,24.878,18.481,13.9896,10.6465,4.7217
0.39,0.44405,PR,35.2057,24.4166,18.1155,13.7084,10.4317,4.6265
0.39,0.45417,PR,34.6965,23.9573,17.7514,13.4283,10.2177,4.5316
0.39,0.46429,PR,34.191,23.5002,17.3888,13.1493,10.0046,4.4371
0.39,0.4744,PR,33.689,23.0452,17.0278,12.8714,9.79231,4.343
0.39,0.48452,PR,33.1908,22.5924,16.6683,12.5946,9.58085,4.2492
0.39,0.49464,PR,32.6962,22.1418,16.3103,12.3189,9.37024,4.1558
0.39,0.50476,PR,32.2053,21.6935,15.9538,12.0444,9.1605,4.0628
0.39,0.51488,PR,31.7181,21.2474,15.599,11.7711,8.95162,3.9701
0.39,0.525,PR,31.2347,20.8035,15.2457,11.4989,8.74362,3.8778
0.39,0.53512,PR,30.7551,20.3619,14.894,11.2279,8.53651,3.786
0.39,0.54524,PR,30.2792,19.9227,14.5439,10.9581,8.33028,3.6944
0.39,0.55536,PR,29.8072,19.4857,14.1955,10.6895,8.12496,3.6033
0.39,0.56548,PR,29.3389,19.0511,13.8487,10.4221,7.92054,3.5126
0.39,0.5756,PR,28.8746,18.6188,13.5035,10.1559,7.71702,3.4223
0.39,0.58571,PR,28.4141,18.1888,13.1599,9.89093,7.51442,3.3324
0.39,0.59583,PR,27.9574,17.7612,12.8181,9.62717,7.31274,3.2428
0.39,0.60595,PR,27.5047,17.336,12.4778,9.36464,7.11198,3.1537
0.39,0.61607,PR,27.0559,16.9131,12.1393,9.10335,6.91215,3.065
0.39,0.62619,PR,26.6109,16.4926,11.8024,8.84329,6.71325,2.9767
0.39,0.63631,PR,26.17,16.0745,11.4672,8.58448,6.51528,2.8887
0.39,0.64643,PR,25.7329,15.6588,11.1337,8.3269,6.31825,2.8012
0.39,0.65655,PR,25.2999,15.2455,10.8019,8.07058,6.12215,2.7141
0.39,0.66667,PR,24.8708,14.8347,10.4717,7.8155,5.92699,2.6274
0.39,0.67679,PR,24.4457,14.4262,10.1432,7.56166,5.73277,2.5411
0.39,0.6869,PR,24.0246,14.0201,9.81648,7.30908,5.53948,2.4553
0.39,0.69702,PR,23.6075,13.6164,9.4914,7.05774,5.34713,2.3698
0.39,0.70714,PR,23.1943,13.2152,9.168,6.80765,5.15572,2.2847
0.39,0.71726,PR,22.7852,12.8163,8.84629,6.5588,4.96524,2.2001
0.39,0.72738,PR,22.3802,12.4199,8.52626,6.31119,4.7757,2.1158
0.39,0.7375,PR,21.9791,12.0258,8.2079,6.06482,4.58708,2.032
0.39,0.74762,R,21.582,11.6342,7.89122,5.81968,4.3994,1.9485
0.39,0.75774,R,21.189,11.2449,7.57621,5.57578,4.21264,1.8655
0.39,0.76786,R,20.8001,10.858,7.26285,5.3331,4.0268,1.7829
0.39,0.77798,R,20.4151,10.4735,6.95116,5.09164,3.84187,1.7006
0.39,0.7881,R,20.0342,10.0914,6.64111,4.8514,3.65786,1.6188
0.39,0.79821,R,19.6574,9.71166,6.3327,4.61237,3.47477,1.5374
0.39,0.80833,R,19.2846,9.33427,6.02593,4.37455,3.29257,1.4563
0.39,0.81845,R,18.9158,8.95924,5.72079,4.13792,3.11128,1.3757
0.39,0.82857,R,18.5511,8.58655,5.41727,3.90248,2.93088,1.2954
0.39,0.83869,R,18.1905,8.2162,5.11536,3.66824,2.75137,1.2155
0.39,0.84881,R,17.8339,7.84818,4.81506,3.43517,2.57275,1.136
0.39,0.85893,R,17.4814,7.48249,4.51635,3.20327,2.39501,1.0569
0.39,0.86905,R,17.133,7.11911,4.21924,2.97255,2.21815,0.97819
0.39,0.87917,R,16.7886,6.75805,3.92371,2.74298,2.04216,0.89985
0.39,0.88929,R,16.4484,6.3993,3.62975,2.51458,1.86704,0.82189
0.39,0.8994,R,16.1122,6.04285,3.33737,2.28732,1.69278,0.7443
0.39,0.90952,R,15.7802,5.68869,3.04655,2.06122,1.51939,0.66709
0.39,0.91964,R,15.4523,5.33683,2.75729,1.83625,1.34685,0.59025
0.39,0.92976,R,15.1285,4.98724,2.46956,1.61241,1.17515,0.51378
0.39,0.93988,R,14.8088,4.63991,2.18337,1.38968,1.00429,0.43767
0.39,0.95,R,14.4932,4.29479,1.89866,1.16804,0.834244,0.36192
0.4,0.1,PR,54.4571,41.0998,31.2118,23.7541,18.0948,8.018
0.4,0.11012,PR,53.8325,40.5788,30.8066,23.4443,17.8587,7.9137
0.4,0.12024,PR,53.2115,40.0594,30.4025,23.1352,17.6232,7.8096
0.4,0.13036,PR,52.5942,39.5417,29.9995,22.8268,17.3882,7.7058
0.4,0.14048,PR,51.9804,39.0257,29.5975,22.5192,17.1538,7.6022
0.4,0.1506,PR,51.37,38.5114,29.1966,22.2124,16.92,7.4988
0.4,0.16071,PR,50.7632,37.9988,28.7968,21.9063,16.6867,7.3957
0.4,0.17083,PR,50.1597,37.4879,28.3981,21.601,16.454,7.2928
0.4,0.18095,PR,49.5596,36.9787,28.0004,21.2965,16.2218,7.1901
0.4,0.19107,PR,48.9629,36.4711,27.6038,20.9928,15.9903,7.0877
0.4,0.20119,PR,48.3695,35.9653,27.2084,20.6898,15.7593,6.9855
0.4,0.21131,PR,47.7795,35.4612,26.8141,20.3877,15.5289,6.8836
0.4,0.22143,PR,47.1928,34.9588,26.4208,20.0863,15.2992,6.782
0.4,0.23155,PR,46.6094,34.4581,26.0288,19.7858,15.07,6.6806
0.4,0.24167,PR,46.0292,33.9592,25.6378,19.4861,14.8414,6.5795
0.4,0.25179,PR,45.4525,33.462,25.2481,19.1873,14.6135,6.4786
0.4,0.2619,PR,44.879,32.9666,24.8595,18.8893,14.3862,6.3781
0.4,0.27202,PR,44.3087,32.4729,24.4721,18.5921,14.1595,6.2777
0.4,0.28214,PR,43.7419,31.9811,24.0859,18.2958,13.9335,6.1777
0.4,0.29226,PR,43.1783,31.4911,23.7009,18.0004,13.7082,6.0779
0.4,0.30238,PR,42.618,31.0028,23.3171,17.7059,13.4835,5.9785
0.4,0.3125,PR,42.0611,30.5165,22.9346,17.4123,13.2594,5.8793
0.4,0.32262,PR,41.5075,30.032,22.5533,17.1196,13.0361,5.7804
0.4,0.33274,PR,40.9572,29.5493,22.1733,16.8279,12.8134,5.6818
0.4,0.34286,PR,40.4103,29.0686,21.7946,16.537,12.5915,5.5835
0.4,0.35298,PR,39.8668,28.5897,21.4172,16.2472,12.3702,5.4855
0.4,0.3631,PR,39.3267,28.1128,21.0411,15.9583,12.1497,5.3878
0.4,0.37321,PR,38.79,27.6379,20.6663,15.6703,11.9299,5.2904
0.4,0.38333,PR,38.2568,27.1649,20.2929,15.3834,11.7109,5.1934
0.4,0.39345,PR,37.7269,26.6939,19.9209,15.0975,11.4926,5.0967
0.4,0.40357,PR,37.2006,26.225,19.5503,14.8125,11.275,5.0003
0.4,0.41369,PR,36.6777,25.7581,19.181,14.5287,11.0583,4.9042
0.4,0.42381,PR,36.1583,25.2932,18.8132,14.2458,10.8423,4.8085
0.4,0.43393,PR,35.6425,24.8304,18.4469,13.964,10.6271,4.7131
0.4,0.44405,PR,35.1302,24.3697,18.0819,13.6833,10.4127,4.6181
0.4,0.45417,PR,34.6215,23.9111,17.7185,13.4037,10.1991,4.5234
0.4,0.46429,PR,34.1164,23.4547,17.3566,13.1252,9.98633,4.429
0.4,0.4744,PR,33.6149,23.0004,16.9961,12.8477,9.7744,4.3351
0.4,0.48452,PR,33.1171,22.5484,16.6372,12.5714,9.56331,4.2415
0.4,0.49464,PR,32.6229,22.0985,16.2798,12.2963,9.35307,4.1482
0.4,0.50476,PR,32.1323,21.6508,15.924,12.0222,9.14368,4.0553
0.4,0.51488,PR,31.6455,21.2053,15.5697,11.7493,8.93517,3.9628
0.4,0.525,PR,31.1624,20.7622,15.217,11.4776,8.72752,3.8707
0.4,0.53512,PR,30.6831,20.3212,14.8659,11.2071,8.52075,3.779
0.4,0.54524,PR,30.2075,19.8826,14.5164,10.9377,8.31487,3.6876
0.4,0.55536,PR,29.7357,19.4463,14.1685,10.6696,8.10989,3.5967
0.4,0.56548,PR,29.2677,19.0122,13.8222,10.4026,7.9058,3.5061
0.4,0.5756,PR,28.8035,18.5805,13.4776,10.1368,7.70262,3.4159
0.4,0.58571,PR,28.3431,18.1511,13.1346,9.87229,7.50036,3.3261
0.4,0.59583,PR,27.8866,17.7241,12.7932,9.60896,7.29901,3.2368
0.4,0.60595,PR,27.434,17.2995,12.4535,9.34686,7.09858,3.1478
0.4,0.61607,PR,26.9852,16.8771,12.1155,9.08599,6.89907,3.0592
0.4,0.62619,PR,26.5404,16.4572,11.7792,8.82635,6.70049,2.971
0.4,0.63631,PR,26.0994,16.0397,11.4445,8.56795,6.50284,2.8832
0.4,0.64643,PR,25.6624,15.6245,11.1115,8.31079,6.30613,2.7959
0.4,0.65655,PR,25.2293,15.2117,10.7802,8.05487,6.11035,2.7089
0.4,0.66667,PR,24.8001,14.8014,10.4505,7.8002,5.9155,2.6224
0.4,0.67679,PR,24.3749,14.3934,10.1226,7.54678,5.72159,2.5362
0.4,0.6869,PR,23.9537,13.9878,9.7963,7.29459,5.52862,2.4505
0.4,0.69702,PR,23.5364,13.5846,9.47171,7.04366,5.33659,2.3651
0.4,0.70714,PR,23.1231,13.1838,9.14881,6.79397,5.14549,2.2802
0.4,0.71726,PR,22.7138,12.7855,8.82759,6.54552,4.95532,2.1957
0.4,0.72738,PR,22.3084,12.3895,8.50805,6.29832,4.76609,2.1116
0.4,0.7375,PR,21.907,11.9959,8.19019,6.05235,4.57779,2.0279
0.4,0.74762,R,21.5097,11.6047,7.874,5.80762,4.39041,1.9446
0.4,0.75774,R,21.1163,11.2159,7.55947,5.56412,4.20396,1.8617
0.4,0.76786,R,20.7269,10.8295,7.24661,5.32184,4.01844,1.7792
0.4,0.77798,R,20.3416,10.4454,6.9354,5.08079,3.83383,1.6971
0.4,0.7881,R,19.9602,10.0637,6.62585,4.84096,3.65014,1.6154
0.4,0.79821,R,19.5829,9.6844,6.31794,4.60234,3.46736,1.5341
0.4,0.80833,R,19.2095,9.30744,6.01166,4.36492,3.28549,1.4532
0.4,0.81845,R,18.8402,8.93283,5.70702,4.12871,3.10452,1.3727
0.4,0.82857,R,18.4749,8.56056,5.404,3.8937,2.92445,1.2926
0.4,0.83869,R,18.1136,8.19063,5.1026,3.65987,2.74527,1.2128
0.4,0.84881,R,17.7563,7.82303,4.80281,3.42723,2.56699,1.1335
0.4,0.85893,R,17.4031,7.45775,4.50462,3.19577,2.38958,1.0546
0.4,0.86905,R,17.0539,7.09479,4.20802,2.96548,2.21307,0.97598
0.4,0.87917,R,16.7088,6.73415,3.91302,2.73636,2.03742,0.8978
0.4,0.88929,R,16.3677,6.37581,3.6196,2.50841,1.86266,0.81999
0.4,0.8994,R,16.0306,6.01977,3.32775,2.28161,1.68876,0.74256
0.4,0.90952,R,15.6977,5.66604,3.03748,2.05597,1.51573,0.66552
0.4,0.91964,R,15.3688,5.31459,2.74877,1.83147,1.34355,0.58884
0.4,0.92976,R,15.044,4.96543,2.46162,1.60812,1.17224,0.51254
0.4,0.93988,R,14.7233,4.61852,2.176,1.38589,1.00176,0.43661
0.4,0.95,R,14.4066,4.27384,1.89188,1.16475,0.832113,0.36103
0.41,0.1,PR,54.3567,41.0246,31.1548,23.7109,18.0619,8.0035
0.41,0.11012,PR,53.7331,40.5045,30.7505,23.4017,17.8263,7.8994
0.41,0.12024,PR,53.1132,39.9861,30.3472,23.0932,17.5912,7.7955
0.41,0.13036,PR,52.4969,39.4694,29.9449,22.7854,17.3568,7.6919
0.41,0.14048,PR,51.8841,38.9544,29.5437,22.4784,17.1228,7.5885
0.41,0.1506,PR,51.2747,38.4411,29.1436,22.1722,16.8894,7.4853
0.41,0.16071,PR,50.6688,37.9294,28.7446,21.8667,16.6566,7.3824
0.41,0.17083,PR,50.0663,37.4195,28.3466,21.562,16.4243,7.2796
0.41,0.18095,PR,49.4672,36.9112,27.9497,21.2581,16.1926,7.1772
0.41,0.19107,PR,48.8714,36.4046,27.5539,20.9549,15.9615,7.075
0.41,0.20119,PR,48.279,35.8997,27.1592,20.6525,15.731,6.973
0.41,0.21131,PR,47.6898,35.3965,26.7656,20.351,15.501,6.8713
0.41,0.22143,PR,47.104,34.895,26.3732,20.0502,15.2717,6.7699
0.41,0.23155,PR,46.5214,34.3953,25.9818,19.7503,15.043,6.6687
0.41,0.24167,PR,45.9422,33.8972,25.5916,19.4511,14.8149,6.5677
0.41,0.25179,PR,45.3662,33.401,25.2026,19.1529,14.5874,6.4671
0.41,0.2619,PR,44.7936,32.9064,24.8147,18.8554,14.3605,6.3667
0.41,0.27202,PR,44.2242,32.4137,24.428,18.5588,14.1342,6.2666
0.41,0.28214,PR,43.6581,31.9227,24.0426,18.2631,13.9087,6.1667
0.41,0.29226,PR,43.0953,31.4335,23.6583,17.9683,13.6837,6.0671
0.41,0.30238,PR,42.5358,30.9462,23.2752,17.6743,13.4594,5.9678
0.41,0.3125,PR,41.9796,30.4607,22.8934,17.3813,13.2358,5.8688
0.41,0.32262,PR,41.4268,29.977,22.5128,17.0891,13.0129,5.7701
0.41,0.33274,PR,40.8772,29.4952,22.1335,16.7979,12.7907,5.6717
0.41,0.34286,PR,40.331,29.0153,21.7555,16.5076,12.5691,5.5736
0.41,0.35298,PR,39.7882,28.5373,21.3787,16.2182,12.3483,5.4758
0.41,0.3631,PR,39.2488,28.0612,21.0033,15.9299,12.1281,5.3783
0.41,0.37321,PR,38.7127,27.587,20.6293,15.6425,11.9088,5.2811
0.41,0.38333,PR,38.1801,27.1148,20.2565,15.356,11.6901,5.1842
0.41,0.39345,PR,37.6509,26.6446,19.8852,15.0706,11.4722,5.0877
0.41,0.40357,PR,37.1251,26.1765,19.5152,14.7862,11.255,4.9914
0.41,0.41369,PR,36.6028,25.7103,19.1466,14.5028,11.0387,4.8955
0.41,0.42381,PR,36.084,25.2462,18.7794,14.2205,10.823,4.8
0.41,0.43393,PR,35.5687,24.7841,18.4137,13.9392,10.6082,4.7048
0.41,0.44405,PR,35.057,24.3242,18.0494,13.659,10.3942,4.6099
0.41,0.45417,PR,34.5488,23.8663,17.6866,13.3798,10.181,4.5154
0.41,0.46429,PR,34.0441,23.4106,17.3252,13.1018,9.96861,4.4212
0.41,0.4744,PR,33.5431,22.9571,16.9654,12.8248,9.75704,4.3274
0.41,0.48452,PR,33.0456,22.5057,16.6071,12.549,9.54631,4.2339
0.41,0.49464,PR,32.5518,22.0565,16.2503,12.2743,9.33643,4.1409
0.41,0.50476,PR,32.0617,21.6094,15.895,12.0007,9.12739,4.0481
0.41,0.51488,PR,31.5753,21.1647,15.5413,11.7283,8.91922,3.9558
0.41,0.525,PR,31.0925,20.7221,15.1892,11.457,8.71192,3.8638
0.41,0.53512,PR,30.6135,20.2818,14.8387,11.1869,8.5055,3.7723
0.41,0.54524,PR,30.1382,19.8438,14.4897,10.918,8.29996,3.6811
0.41,0.55536,PR,29.6666,19.4081,14.1424,10.6503,8.09531,3.5902
0.41,0.56548,PR,29.1988,18.9747,13.7967,10.3837,7.89156,3.4998
0.41,0.5756,PR,28.7349,18.5436,13.4526,10.1184,7.68871,3.4098
0.41,0.58571,PR,28.2747,18.1148,13.1101,9.8543,7.48677,3.3201
0.41,0.59583,PR,27.8184,17.6883,12.7693,9.59139,7.28575,3.2309
0.41,0.60595,PR,27.3659,17.2642,12.4301,9.32971,7.08564,3.1421
0.41,0.61607,PR,26.9172,16.8425,12.0926,9.06925,6.88646,3.0536
0.41,0.62619,PR,26.4724,16.4231,11.7568,8.81002,6.6882,2.9656
0.41,0.63631,PR,26.0315,16.0061,11.4226,8.55203,6.49086,2.878
0.41,0.64643,PR,25.5945,15.5915,11.0901,8.29528,6.29446,2.7907
0.41,0.65655,PR,25.1614,15.1792,10.7593,8.03977,6.09899,2.7039
0.41,0.66667,PR,24.7323,14.7694,10.4302,7.7855,5.90446,2.6175
0.41,0.67679,PR,24.307,14.3619,10.1027,7.53247,5.71086,2.5315
0.41,0.6869,PR,23.8857,13.9568,9.77692,7.28069,5.51819,2.4459
0.41,0.69702,PR,23.4682,13.5541,9.45282,7.03015,5.32646,2.3607
0.41,0.70714,PR,23.0548,13.1538,9.13041,6.78085,5.13567,2.2759
0.41,0.71726,PR,22.6453,12.7559,8.80967,6.5328,4.94581,2.1915
0.41,0.72738,PR,22.2397,12.3604,8.49062,6.28599,4.75688,2.1075
0.41,0.7375,PR,21.8381,11.9673,8.17323,6.04041,4.56888,2.024
0.41,0.74762,R,21.4405,11.5765,7.85752,5.79607,4.38182,1.9408
0.41,0.75774,R,21.0468,11.1882,7.54348,5.55297,4.19567,1.858
0.41,0.76786,R,20.6571,10.8022,7.23109,5.31109,4.01045,1.7757
0.41,0.77798,R,20.2714,10.4186,6.92037,5.07043,3.82615,1.6937
0.41,0.7881,R,19.8897,10.0373,6.61129,4.83099,3.64277,1.6122
0.41,0.79821,R,19.5119,9.65843,6.30386,4.59277,3.4603,1.531
0.41,0.80833,R,19.1381,9.28189,5.99807,4.35576,3.27874,1.4502
0.41,0.81845,R,18.7683,8.9077,5.69391,4.11995,3.09808,1.3699
0.41,0.82857,R,18.4024,8.53585,5.39138,3.88534,2.91833,1.2899
0.41,0.83869,R,18.0406,8.16634,5.09047,3.65192,2.73947,1.2103
0.41,0.84881,R,17.6827,7.79915,4.79117,3.41969,2.56151,1.1311
0.41,0.85893,R,17.3289,7.43429,4.49348,3.18865,2.38443,1.0523
0.41,0.86905,R,16.979,7.07174,4.19738,2.95878,2.20824,0.97389
0.41,0.87917,R,16.6332,6.7115,3.90288,2.73009,2.03293,0.89585
0.41,0.88929,R,16.2913,6.35357,3.60998,2.50257,1.8585,0.81819
0.41,0.8994,R,15.9535,5.99795,3.31865,2.27621,1.68495,0.74092
0.41,0.90952,R,15.6197,5.64462,3.02891,2.05101,1.51226,0.66403
0.41,0.91964,R,15.29,5.29359,2.74073,1.82697,1.34045,0.58751
0.41,0.92976,R,14.9643,4.94484,2.45412,1.60407,1.16949,0.51137
0.41,0.93988,R,14.6426,4.59836,2.16906,1.3823,0.999382,0.4356
0.41,0.95,R,14.3249,4.25409,1.8855,1.16164,0.830104,0.3602
0.42,0.1,PR,54.2587,40.9511,31.0993,23.6687,18.0298,7.9893
0.42,0.11012,PR,53.6362,40.432,30.6957,23.3601,17.7947,7.8854
0.42,0.12024,PR,53.0173,39.9146,30.2932,23.0522,17.5601,7.7818
0.42,0.13036,PR,52.402,39.3989,29.8917,22.745,17.326,7.6783
0.42,0.14048,PR,51.7901,38.8848,29.4913,22.4386,17.0925,7.5751
0.42,0.1506,PR,51.1818,38.3724,29.0919,22.133,16.8596,7.4721
0.42,0.16071,PR,50.5768,37.8617,28.6936,21.8281,16.6272,7.3694
0.42,0.17083,PR,49.9753,37.3527,28.2964,21.5239,16.3954,7.2669
0.42,0.18095,PR,49.377,36.8453,27.9002,21.2206,16.1641,7.1646
0.42,0.19107,PR,48.7822,36.3397,27.5052,20.918,15.9334,7.0626
0.42,0.20119,PR,48.1906,35.8357,27.1112,20.6162,15.7033,6.9608
0.42,0.21131,PR,47.6024,35.3334,26.7184,20.3152,15.4738,6.8593
0.42,0.22143,PR,47.0174,34.8328,26.3266,20.015,15.2449,6.758
0.42,0.23155,PR,46.4357,34.334,25.936,19.7156,15.0166,6.657
0.42,0.24167,PR,45.8573,33.8368,25.5466,19.417,14.7889,6.5563
0.42,0.25179,PR,45.2822,33.3414,25.1583,19.1193,14.5619,6.4558
0.42,0.2619,PR,44.7104,32.8478,24.7711,18.8224,14.3354,6.3556
0.42,0.27202,PR,44.1418,32.3559,24.3851,18.5264,14.1096,6.2556
0.42,0.28214,PR,43.5765,31.8658,24.0004,18.2312,13.8844,6.156
0.42,0.29226,PR,43.0144,31.3775,23.6168,17.9369,13.6599,6.0566
0.42,0.30238,PR,42.4557,30.891,23.2344,17.6435,13.436,5.9575
0.42,0.3125,PR,41.9003,30.4063,22.8533,17.351,13.2128,5.8587
0.42,0.32262,PR,41.3481,29.9234,22.4734,17.0594,12.9903,5.7601
0.42,0.33274,PR,40.7993,29.4425,22.0948,16.7687,12.7685,5.6619
0.42,0.34286,PR,40.2538,28.9634,21.7174,16.4789,12.5473,5.564
0.42,0.35298,PR,39.7117,28.4862,21.3413,16.1901,12.3269,5.4663
0.42,0.3631,PR,39.1729,28.0109,20.9666,15.9022,12.1072,5.369
0.42,0.37321,PR,38.6375,27.5375,20.5932,15.6153,11.8882,5.272
0.42,0.38333,PR,38.1055,27.0661,20.2211,15.3294,11.6699,5.1753
0.42,0.39345,PR,37.5769,26.5967,19.8504,15.0445,11.4524,5.0789
0.42,0.40357,PR,37.0517,26.1293,19.481,14.7606,11.2356,4.9828
0.42,0.41369,PR,36.53,25.6639,19.1131,14.4777,11.0196,4.8871
0.42,0.42381,PR,36.0118,25.2005,18.7465,14.1958,10.8044,4.7917
0.42,0.43393,PR,35.497,24.7392,18.3814,13.915,10.5899,4.6967
0.42,0.44405,PR,34.9858,24.28,18.0178,13.6353,10.3763,4.602
0.42,0.45417,PR,34.4781,23.8228,17.6555,13.3566,10.1634,4.5076
0.42,0.46429,PR,33.9739,23.3678,17.2948,13.079,9.95139,4.4136
0.42,0.4744,PR,33.4733,22.9149,16.9356,12.8026,9.74018,4.3199
0.42,0.48452,PR,32.9763,22.4642,16.5778,12.5272,9.52981,4.2266
0.42,0.49464,PR,32.483,22.0157,16.2216,12.2529,9.32027,4.1337
0.42,0.50476,PR,31.9932,21.5693,15.867,11.9798,9.11159,4.0411
0.42,0.51488,PR,31.5071,21.1252,15.5138,11.7079,8.90376,3.949
0.42,0.525,PR,31.0247,20.6833,15.1623,11.437,8.69681,3.8572
0.42,0.53512,PR,30.546,20.2437,14.8123,11.1674,8.49072,3.7657
0.42,0.54524,PR,30.071,19.8063,14.4639,10.8989,8.28552,3.6747
0.42,0.55536,PR,29.5998,19.3712,14.1171,10.6316,8.0812,3.584
0.42,0.56548,PR,29.1323,18.9384,13.7719,10.3655,7.87778,3.4937
0.42,0.5756,PR,28.6685,18.5078,13.4284,10.1006,7.67526,3.4038
0.42,0.58571,PR,28.2086,18.0796,13.0864,9.83689,7.47364,3.3143
0.42,0.59583,PR,27.7524,17.6538,12.7461,9.5744,7.27294,3.2252
0.42,0.60595,PR,27.3001,17.2302,12.4075,9.31313,7.07315,3.1365
0.42,0.61607,PR,26.8516,16.809,12.0705,9.05308,6.87428,3.0482
0.42,0.62619,PR,26.4069,16.3902,11.7352,8.79426,6.67633,2.9603
0.42,0.63631,PR,25.9661,15.9737,11.4015,8.53668,6.47931,2.8729
0.42,0.64643,PR,25.5292,15.5596,11.0695,8.28032,6.28321,2.7858
0.42,0.65655,PR,25.0961,15.1479,10.7392,8.02521,6.08805,2.6991
0.42,0.66667,PR,24.6669,14.7385,10.4105,7.77133,5.89382,2.6128
0.42,0.67679,PR,24.2416,14.3316,10.0836,7.5187,5.70053,2.5269
0.42,0.6869,PR,23.8202,13.927,9.75827,7.26731,5.50816,2.4415
0.42,0.69702,PR,23.4028,13.5248,9.43466,7.01716,5.31673,2.3564
0.42,0.70714,PR,22.9892,13.125,9.11272,6.76825,5.12624,2.2717
0.42,0.71726,PR,22.5796,12.7275,8.79246,6.52058,4.93668,2.1875
0.42,0.72738,PR,22.1739,12.3325,8.47388,6.27415,4.74805,2.1036
0.42,0.7375,PR,21.7721,11.9398,8.15697,6.02896,4.56035,2.0202
0.42,0.74762,R,21.3742,11.5495,7.84173,5.78501,4.37358,1.9372
0.42,0.75774,R,20.9803,11.1616,7.52815,5.54228,4.18773,1.8545
0.42,0.76786,R,20.5904,10.7761,7.21624,5.30079,4.00281,1.7723
0.42,0.77798,R,20.2043,10.3929,6.90598,5.06051,3.81881,1.6905
0.42,0.7881,R,19.8223,10.0121,6.59737,4.82146,3.63573,1.6091
0.42,0.79821,R,19.4441,9.63361,6.29041,4.58363,3.45356,1.528
0.42,0.80833,R,19.0699,9.2575,5.98509,4.347,3.2723,1.4474
